IDs,metal,motif_class,mechanism_class,oxidation_delta_ilp_minus_reference,full_connectivity_match,metal_connectivity_match,ilp_oxidation,reference_oxidation,ilp_ligands,reference_ligands
NAMFUE,Ru,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || [I-] || c1ccc(-c2cccc(-c3ccccn3)n2)nc1,[I-] || c1ccc(-c2cccc(-c3ccccn3)n2)nc1 || c1ccc(-c2ccccn2)nc1
NAMSIG,Ru,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || CP(C)c1ccccc1 || CP(C)c1ccccc1 || O=C([O-])C(F)(F)F || [C-]#[O+],CP(C)c1ccccc1 || CP(C)c1ccccc1 || O=C([O-])C(F)(F)F || [C-]#[O+] || c1ccc(-c2ccccn2)nc1
NASPAY,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,C[C-2]NP(N(C(C)C)C(C)C)N(C(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C[C]NP(N(C(C)C)C(C)C)N(C(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
NASPEC,Mo,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,C[C-2]NP(N(C(C)C)C(C)C)N(C(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C[C]NP(N(C(C)C)C(C)C)N(C(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
NASPIG,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC(C)N(C(C)C)P(N[C-2]c1ccccc1)N(C(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC(C)N(C(C)C)P(N[C]c1ccccc1)N(C(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
NAWTIR,Ru,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || O=C([O-])c1ccccn1 || c1ccc(-c2ccccn2)nc1,O=C([O-])c1ccccn1 || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
NEDHEK,Pd,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(=O)OCC([N-]C(=O)C1=CC=CC(=C2[N-]C(C(C)C)CO2)[N-]1)C(C)C || CC(=O)[O-],CC(=O)OCC([N-]C(=O)c1cccc(C2=NC(C(C)C)CO2)n1)C(C)C || CC(=O)[O-]
NEDHIO,Pd,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(=O)OCC([N-]C(=O)C1=CC=CC(=C2[N-]C(c3ccccc3)CO2)[N-]1)c1ccccc1 || CC(=O)[O-],CC(=O)OCC([N-]C(=O)c1cccc(C2=NC(c3ccccc3)CO2)n1)c1ccccc1 || CC(=O)[O-]
NEDKOZ,Fe,carbonyl_like,metal_disconnection_or_ligand_partition,0,1,1,0,0,Cc1c(C)[n+](C)c([Si-](Cl)Cl)n1C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC1=C(C)N(C)C(=[Si](Cl)Cl)N1C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
NEDKUF,Fe,carbonyl_like,metal_disconnection_or_ligand_partition,0,1,1,0,0,Cc1c(C)[n+](C)c([SiH-])n1C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC1=C(C)N(C)C(=[SiH2])N1C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
NEFWUQ,Ru,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]c2c3c(ccc2=C1)=CC=C(c1ccc2ccccc2n1)[N-]3 || [Cl-] || c1ccc2nc(-c3ccc4ccc5cccnc5c4n3)ccc2c1,[Cl-] || c1ccc2nc(-c3ccc4ccc5cccnc5c4n3)ccc2c1 || c1ccc2nc(-c3ccc4ccc5cccnc5c4n3)ccc2c1
NEGQOF,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,COC([O-])=C1C=CC=C[N-]1 || [CH3-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,COC(=O)c1ccccn1 || [CH3-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
NELVOS,Mo,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-4,1,1,2,6,Cc1nn(-c2ccccc2)c([O-])c1C(=O)CC(C)(C)C || O=O || O=O || [O-2],Cc1nn(-c2ccccc2)c([O-])c1C(=O)CC(C)(C)C || [O-2] || [O-][O-] || [O-][O-]
NESJAW,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[Si](C)(C)C#CC1=c2ccc([n-]2)=C(c2ccccc2)c2ccc([n-]2)C=c2ccc([n-]2)=C(c2ccccc2)c2ccc1[n-]2,C[Si](C)(C)C#Cc1c2nc(c(-c3ccccc3)c3ccc(cc4nc(c(-c5ccccc5)c5ccc1[n-]5)C=C4)[n-]3)C=C2
NEXDEZ,Re,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,CC(=CC(=O)c1ccccc1)N=NC(=S)c1ccccc1 || CC(CC(=O)c1ccccc1)=NN=C([S-])c1ccccc1 || [O-2],CC(C=C([O-])c1ccccc1)=NN=C([S-])c1ccccc1 || CC(CC(=O)c1ccccc1)=NN=C([S-])c1ccccc1 || [O-2]
NIBBAB,Mn,carbonyl_like,metal_disconnection_or_ligand_partition,0,1,1,1,1,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [Se-][P+](c1[c-]cccc1)(c1ccccc1)c1ccccc1,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [Se]=P(c1[c-]cccc1)(c1ccccc1)c1ccccc1
NIBHAK,Fe,haptic_or_adjacent_multi_C,unresolved_positional_or_equivalence,0,1,1,2,2,CC(C)P(C)C(C)C || Cc1c(C)c(C)[c-](C)c1C || N#N || c1ccc([Si-]c2ccccc2)cc1,CC(C)P(C)C(C)C || Cc1c(C)c(C)[c-](C)c1C || N#N || c1ccc([SiH-]c2ccccc2)cc1
NIJCEP,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || N=C(N)NN || [Cl-],CS(C)=O || N=C(N)NN || [Cl-]
NIKGAQ,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,C[S-2](C)=O || C[S-2](C)=O || O=C([O-])c1ccccn1 || O=C([O-])c1ccccn1,CS(C)=O || CS(C)=O || O=C([O-])c1ccccn1 || O=C([O-])c1ccccn1
NILKUO,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,[C-2](Nc1ccccc1)c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C](Nc1ccccc1)c1ccccc1
NINCIW,Re,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,7,5,COc1ccc([N-2])cc1 || COc1ccc([N-]C(=C2C=CC=C[N-]2)c2ccccc2)cc1 || [Cl-] || [Cl-] || [Cl-],COc1ccc(N=C(c2ccccc2)c2ccccn2)cc1 || COc1ccc([N-2])cc1 || [Cl-] || [Cl-] || [Cl-]
NIPHIE,Ru,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || c1ccc(CN(Cc2ccccn2)Cc2nc3ccccc3[n-]2)nc1,c1ccc(-c2ccccn2)nc1 || c1ccc(CN(Cc2ccccn2)Cc2nc3ccccc3[n-]2)nc1
NISHOP,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N#CC(=S)C(=S)C#N || c1ccc(-c2ccccn2)nc1,N#CC([S-])=C([S-])C#N || c1ccc(-c2ccccn2)nc1
NOCCAL,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CCN1CCCN(CC)C(=S)C1=S || N#CC(=S)C(=S)C#N,CCN1CCCN(CC)C(=S)C1=S || N#CC([S-])=C([S-])C#N
NOCCEP,Pd,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CCN1CCCN(CC)C(=S)C1=S || N#CC(=S)C(=S)C#N,CCN1CCCN(CC)C(=S)C1=S || N#CC([S-])=C([S-])C#N
NODRUT,Ru,N_O_only_coordination,coupled_ligand_charge_and_oxidation,4,1,1,6,2,C1=C[N-]c2c3c(ccc2=C1)=CC=C[N-]3 || C1=C[N-]c2c3c(ccc2=C1)=CC=C[N-]3 || O=C([O-])C=NCc1ccccc1,O=C([O-])C=NCc1ccccc1 || c1cnc2c(c1)ccc1cccnc12 || c1cnc2c(c1)ccc1cccnc12
NONPIQ,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)(C)N[C-2]Nc1ccccn1 || [Cl-],CC(C)(C)N[C]Nc1ccccn1 || [Cl-]
NOQFOR,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,N#Cc1ccc(NP(c2ccccc2)c2ccccc2)cc1 || N#Cc1ccc(N[P-2](c2ccccc2)c2ccccc2)cc1 || [Cl-] || [Cl-],N#Cc1ccc(NP(c2ccccc2)c2ccccc2)cc1 || N#Cc1ccc(NP(c2ccccc2)c2ccccc2)cc1 || [Cl-] || [Cl-]
NOQFUX,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,N#Cc1ccccc1NP(c1ccccc1)c1ccccc1 || N#Cc1ccccc1N[P-2](c1ccccc1)c1ccccc1 || [Cl-] || [Cl-],N#Cc1ccccc1NP(c1ccccc1)c1ccccc1 || N#Cc1ccccc1NP(c1ccccc1)c1ccccc1 || [Cl-] || [Cl-]
NOYVAA,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)N([C-2]N(c1ccccc1)P(C(C)(C)C)C(C)(C)C)C(C)C || [Cl-] || [Cl-],CC(C)N([C]N(c1ccccc1)P(C(C)(C)C)C(C)(C)C)C(C)C || [Cl-] || [Cl-]
NOYVUU,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)N([C-2]N(c1ccc(C(F)(F)F)cc1)P(C(C)(C)C)C(C)(C)C)C(C)C || [Cl-] || [Cl-],CC(C)N([C]N(c1ccc(C(F)(F)F)cc1)P(C(C)(C)C)C(C)(C)C)C(C)C || [Cl-] || [Cl-]
NOYWAB,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,COc1ccc(N([C-2]N(C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)cc1 || [Cl-] || [Cl-],COc1ccc(N([C]N(C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)cc1 || [Cl-] || [Cl-]
NUCKEB,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,O=S(C1=C([C-2]N2CCCC2)OCC1)c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],O=S(C1=C([C]N2CCCC2)OCC1)c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
NUCVIQ,Pt,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2[N-]C=CN=C2c2ccccn2)C=C1 || O=C([O-])C1(C(=O)[O-])CCC1,O=C([O-])C1(C(=O)[O-])CCC1 || c1ccc(-c2nccnc2-c2ccccn2)nc1
NUYFEU,Fe,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(=O)C(=C[N-]c1cc2ccccc2cc1[N-]C=C(C(C)=O)C(=O)c1ccccc1)C(=O)c1ccccc1 || c1ccncc1 || c1ccncc1,CC([O-])=C(C=Nc1cc2ccccc2cc1N=CC(C(=O)c1ccccc1)=C(C)[O-])C(=O)c1ccccc1 || c1ccncc1 || c1ccncc1
NUYYIR,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cccc(C)c1N[C-2]Nc1cccc(N)c1 || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [Cl-],Cc1cccc(C)c1N[C]Nc1cccc(N)c1 || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [Cl-]
OBITIC,Ru,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || [Cl-] || c1cc(-c2ccncc2)ccn1,[Cl-] || c1cc(-c2ccncc2)ccn1 || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
OCEPER,Pd,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(=CC(=O)c1ccccc1)[N-]CC(O)C[N-]C(C)=CC(=O)c1ccccc1,CC(C=C([O-])c1ccccc1)=NCC(O)CN=C(C)C=C([O-])c1ccccc1
OCIJES,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CSc1ccccc1[N-]C=C[N-]c1ccccc1SC || [Cl-] || [Cl-],CSc1ccccc1N=CC=Nc1ccccc1SC || [Cl-] || [Cl-]
OCOJUO,Pt,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=Cc3ccccc3[N-]2)C=C1 || [Cl-] || [Cl-],[Cl-] || [Cl-] || c1ccc(-c2ccc3ccccc3n2)nc1
OCUROV,Au,other_C_bound_ligand,metal_disconnection_or_ligand_partition,0,1,1,3,3,[CH-2]C1=[O+2]=C(c2ccccc2)NC1 || [Cl-] || [Cl-] || [Cl-],[CH-]=C1C[NH+]=C(c2ccccc2)O1 || [Cl-] || [Cl-] || [Cl-]
OCUSOW,Au,other_C_bound_ligand,metal_disconnection_or_ligand_partition,0,1,1,3,3,CC1=[C-]CNC(c2ccccc2)=[O+]1 || CC1=[C-]C[NH+]=C(c2ccccc2)O1 || [Cl-] || [Cl-],CC1=[C-]C[NH+]=C(c2ccccc2)O1 || CC1=[C-]C[NH+]=C(c2ccccc2)O1 || [Cl-] || [Cl-]
ODEBII,Ru,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CO[P-2](OC)c1ccccc1 || [Cl-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1,COP(OC)c1ccccc1 || [Cl-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
ODUNIM,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,COc1cc(OC)c(P(c2ccccc2S(=O)(=O)[O-])C(C)(C)C)c(OC)c1 || C[S-2](C)=O || [CH3-],COc1cc(OC)c(P(c2ccccc2S(=O)(=O)[O-])C(C)(C)C)c(OC)c1 || CS(C)=O || [CH3-]
OFEJOB,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC([N-]NS(=O)(=O)c1ccc(C)cc1)=C1C=CC=C[N-]1 || Cc1ccc(C(C)C)cc1 || [Cl-],CC(=NNS(=O)(=O)c1ccc(C)cc1)c1ccccn1 || Cc1ccc(C(C)C)cc1 || [Cl-]
OFUFOK,Ni,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(=Nc1ccccc1[N-]C=CN=Nc1ccccc1)c1ccccc1[O-],CC(=Nc1ccccc1N=CC=N[N-]c1ccccc1)c1ccccc1[O-]
OFULIL,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || [I-] || [I-] || c1ccncc1,CS(C)=O || [I-] || [I-] || c1ccncc1
OFULUX,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2N=C(c3ccccc3)C(c3ccccc3)=N[N-]2)C=C1 || Cc1ccccc1 || [Cl-],Cc1ccccc1 || [Cl-] || c1ccc(-c2nnc(-c3ccccn3)nc2-c2ccccc2)cc1
OFUQUB,Fe,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,C[N-]C1=C([N-]C)C(N(C)C)=C(N(C)C)C1=O || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CN=c1c(N(C)C)c(N(C)C)c(=O)c1=NC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
OGEMEU,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CC(=CC(=O)c1ccccc1)N=NC(=O)c1ccccc1O || c1cn[nH]c1,CC(C=C([O-])c1ccccc1)=NN=C([O-])c1ccccc1O || c1cn[nH]c1
OGIGUG,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(=NO)c1[c-]cccc1 || C[S-2](=O)c1ccccc1 || [Cl-],CC(=NO)c1[c-]cccc1 || CS(=O)c1ccccc1 || [Cl-]
OGOBIV,Ir,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,C=C || Cc1cccc(CN(C)Cc2cccc(C)n2)n1 || O=O,C=C || Cc1cccc(CN(C)Cc2cccc(C)n2)n1 || [O-][O-]
OHUPUD,Ni,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC([N-]c1c(C(C)C)cccc1C(C)C)=C1C=CC=C(C(=O)[N-]c2c(C(C)C)cccc2C(C)C)[N-]1 || [Cl-],CC(=Nc1c(C(C)C)cccc1C(C)C)c1cccc(C(=O)[N-]c2c(C(C)C)cccc2C(C)C)n1 || [Cl-]
OJOGOK,Ir,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,5,3,CC(C)(C)C[C-2]Nc1[c-]cccc1 || Cc1c(C)c(C)[c-](C)c1C || [Cl-],CC(C)(C)C[C]Nc1[c-]cccc1 || Cc1c(C)c(C)[c-](C)c1C || [Cl-]
OJONAE,Co,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,3,3,CC(=CC(=O)c1ccccc1)[N-]CCC[N-]C(C)=CC(=O)c1ccccc1 || c1ccncc1 || c1ccncc1,CC(C=C([O-])c1ccccc1)=NCCCN=C(C)C=C([O-])c1ccccc1 || c1ccncc1 || c1ccncc1
OKAPOH,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCN(CC)Cc1[c-]c(O[P-2](C(C)C)C(C)C)ccc1 || [Cl-],CCN(CC)Cc1[c-]c(OP(C(C)C)C(C)C)ccc1 || [Cl-]
OLOKEH,Ru,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCOP(=O)([O-])C1=CC=CC(=C2C=CC=C(P(=O)([O-])OCC)[N-]2)[N-]1 || c1ccc2cnccc2c1 || c1ccc2cnccc2c1,CCOP(=O)([O-])c1cccc(-c2cccc(P(=O)([O-])OCC)n2)n1 || c1ccc2cnccc2c1 || c1ccc2cnccc2c1
OLOPOV,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCC(C)C1=CC=CC(=C2C=CC=C[N-]2)[N-]1 || CCC(C)c1cccc(-c2ccccn2)n1 || [CH3-],CCC(C)c1cccc(-c2ccccn2)n1 || CCC(C)c1cccc(-c2ccccn2)n1 || [CH3-]
OLUNAL,Ti,halide_containing_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,4,4,CC(C)(C)c1cccc(C=Nc2c(F)c(F)c(F)c(F)c2F)c1[O-] || COc1c(F)c(F)c(C(=O)C=C([N-]c2ccccc2)C(F)(F)F)c(F)c1F || [Cl-] || [Cl-],CC(C)(C)c1cccc(C=Nc2c(F)c(F)c(F)c(F)c2F)c1[O-] || COc1c(F)c(F)c(C([O-])=CC(=Nc2ccccc2)C(F)(F)F)c(F)c1F || [Cl-] || [Cl-]
OMANIZ,Ir,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CS(C)=O || C[S-2](C)=O || c1ccncc1 || c1ccncc1,CS(C)=O || CS(C)=O || c1ccncc1 || c1ccncc1
OMASEB,Au,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,Cc1cc(C)c(N2[C-2]N(c3c(C)cc(C)cc3C)C(=O)c3ccccc3C2=O)c(C)c1 || [Cl-],Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)C(=O)c3ccccc3C2=O)c(C)c1 || [Cl-]
OMISUZ,Tc,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-4,1,1,1,5,N#CC(=S)C(=S)C#N || N#CC(=S)C(=S)C#N || [N-2]c1ccccc1,N#CC([S-])=C([S-])C#N || N#CC([S-])=C([S-])C#N || [N-2]c1ccccc1
OMITAG,Re,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-4,1,1,1,5,N#CC(=S)C(=S)C#N || N#CC(=S)C(=S)C#N || [N-2]c1ccccc1,N#CC([S-])=C([S-])C#N || N#CC([S-])=C([S-])C#N || [N-2]c1ccccc1
OMUBUV,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || Oc1ccc(N=Nc2ccncc2)cc1 || [CH3-],Oc1ccc(N=Nc2ccncc2)cc1 || [CH3-] || c1ccc(-c2ccccn2)nc1
OMUCAC,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || CN(C)c1ccc(N=Nc2ccncc2)cc1 || [CH3-],CN(C)c1ccc(N=Nc2ccncc2)cc1 || [CH3-] || c1ccc(-c2ccccn2)nc1
ONIKIH,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || O=C([O-])C1([O-])CC(O)C(O)C(O)C1,CS(C)=O || CS(C)=O || O=C([O-])C1([O-])CC(O)C(O)C(O)C1
ONIKON,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || O=C([O-])c1ccccc1[O-],CS(C)=O || CS(C)=O || O=C([O-])c1ccccc1[O-]
ONIWIS,Rh,carbonyl_like,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,CCP(CC)CC || CCP(CC)CC || Fc1[c-]c(F)c(F)nc1F || O=O || [C-]#[O+],CCP(CC)CC || CCP(CC)CC || Fc1[c-]c(F)c(F)nc1F || [C-]#[O+] || [O-][O-]
ORODEF,Ni,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)[P-2](Oc1[c-]c(CN2CCOCC2)ccc1)C(C)C || [Br-],CC(C)P(Oc1[c-]c(CN2CCOCC2)ccc1)C(C)C || [Br-]
ORODIJ,Ni,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCN(CC)Cc1[c-]c(O[P-2](C(C)C)C(C)C)ccc1 || [Br-],CCN(CC)Cc1[c-]c(OP(C(C)C)C(C)C)ccc1 || [Br-]
OROFEH,Ni,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)[P-2](Oc1[c-]c(CN(C)C)ccc1)C(C)C || [Br-],CC(C)P(Oc1[c-]c(CN(C)C)ccc1)C(C)C || [Br-]
ORUFEO,Ru,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,O=C1c2ccccc2CN1P(c1ccccc1)c1ccccc1 || O=C1c2ccccc2CN1[P-2](c1ccccc1)c1ccccc1 || [Cl-] || [Cl-],O=C1c2ccccc2CN1P(c1ccccc1)c1ccccc1 || O=C1c2ccccc2CN1P(c1ccccc1)c1ccccc1 || [Cl-] || [Cl-]
OSIPUC,Ir,carbonyl_like,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,COc1ccccc1P(c1ccccc1)c1ccccc1 || COc1ccccc1P(c1ccccc1)c1ccccc1 || O=O || [C-]#[O+] || [Cl-],COc1ccccc1P(c1ccccc1)c1ccccc1 || COc1ccccc1P(c1ccccc1)c1ccccc1 || [C-]#[O+] || [Cl-] || [O-][O-]
OVAXAL,W,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CCN([C-2]C(F)(F)F)CC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CCN([C]C(F)(F)F)CC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
OWEJEH,Pd,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cc(C)c([N-]C=C[N-]c2c(C)cc(C)cc2C)c(C)c1 || [Br-] || [Br-],Cc1cc(C)c(N=CC=Nc2c(C)cc(C)cc2C)c(C)c1 || [Br-] || [Br-]
OWEJIL,Pd,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cc(C)c([N-]C=C[N-]c2c(C)cc(C)cc2C)c(C)c1 || [I-] || [I-],Cc1cc(C)c(N=CC=Nc2c(C)cc(C)cc2C)c(C)c1 || [I-] || [I-]
OWEJOR,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cc(C)c([N-]C=C[N-]c2c(C)cc(C)cc2C)c(C)c1 || [CH2-]C(C)(C)c1ccccc1[O-],Cc1cc(C)c(N=CC=Nc2c(C)cc(C)cc2C)c(C)c1 || [CH2-]C(C)(C)c1ccccc1[O-]
OXOKIW,Ir,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,5,3,CC1=CC=C[C-2]N1[O-] || Cc1cc(C)n([BH-](n2nc(C)cc2C)n2nc(C)cc2C)n1 || [c-]1ccccc1,CC1=CC=C[C]N1[O-] || Cc1cc(C)n([BH-](n2nc(C)cc2C)n2nc(C)cc2C)n1 || [c-]1ccccc1
OXOKOC,Ir,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,5,3,CC1=CC=C[C-2]N1c1[c-]cccc1 || Cc1cc(C)n([BH-](n2nc(C)cc2C)n2nc(C)cc2C)n1 || [c-]1ccccc1,CC1=CC=C[C]N1c1[c-]cccc1 || Cc1cc(C)n([BH-](n2nc(C)cc2C)n2nc(C)cc2C)n1 || [c-]1ccccc1
OYAZEU,Ir,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,C1=[N+]=NC(c2ccccn2)=C1 || CN1C=CN(c2[c-]cc(F)cc2)C1 || CN1C=CN(c2[c-]cc(F)cc2)C1,CN1[C]N(c2[c-]cc(F)cc2)C=C1 || CN1[C]N(c2[c-]cc(F)cc2)C=C1 || c1ccc(-c2ccn[n-]2)nc1
