IDs,charge,in_graph_consensus,status,validated,extraction_method,n_atoms,n_edges,n_heavy_edges,edges_0,error
OVIJAG,1,1,ok,1,fast_binary,70,74,39,0-1;0-2;1-23;1-36;1-49;2-3;2-4;3-14;3-21;4-5;4-13;5-6;5-7;7-8;7-9;9-10;9-11;11-12;11-13;13-14;14-15;15-16;15-17;17-18;17-19;19-20;19-21;21-22;23-24;23-28;23-32;24-25;24-26;24-27;28-29;28-30;28-31;32-33;32-34;32-35;36-37;36-41;36-45;37-38;37-39;37-40;41-42;41-43;41-44;45-46;45-47;45-48;49-50;49-58;50-51;50-52;52-53;52-54;54-55;54-56;56-57;56-58;58-59;59-60;59-68;60-61;60-62;62-63;62-64;64-65;64-66;66-67;66-68;68-69,
OVIMAI,0,1,ok,1,fast_binary,58,66,45,0-1;0-2;0-3;0-4;0-8;0-12;1-17;2-31;3-45;4-16;4-29;5-6;5-7;5-29;8-30;8-43;9-10;9-11;9-43;12-44;12-57;13-14;13-15;13-57;16-17;16-24;17-18;18-19;18-20;20-21;20-22;22-23;22-24;24-25;25-26;25-27;27-28;27-29;30-31;30-38;31-32;32-33;32-34;34-35;34-36;36-37;36-38;38-39;39-40;39-41;41-42;41-43;44-45;44-52;45-46;46-47;46-48;48-49;48-50;50-51;50-52;52-53;53-54;53-55;55-56;55-57,
OVIPUF,0,1,ok,1,fast_binary,73,76,29,0-1;0-2;0-3;0-66;3-4;3-5;3-67;6-7;6-8;6-9;6-67;9-10;9-11;9-68;12-13;12-14;12-15;12-68;15-16;15-17;15-69;18-19;18-20;18-21;18-69;21-22;21-23;21-66;24-25;24-26;24-70;24-72;27-28;27-29;27-30;27-70;31-32;31-33;31-34;31-70;35-36;35-37;35-38;35-70;39-40;39-41;39-71;39-72;42-43;42-44;42-45;42-71;46-47;46-48;46-49;46-71;50-51;50-52;50-53;50-71;54-55;54-56;54-57;54-67;58-59;58-60;58-61;58-68;62-63;62-64;62-65;62-69;66-72;67-72;68-72;69-72,
OVODAF,-1,1,ok,1,fast_binary,59,64,36,0-1;0-3;0-5;0-6;0-9;0-10;1-13;2-23;3-36;4-46;5-23;5-24;6-7;6-8;6-27;9-46;9-47;10-11;10-12;10-50;13-14;13-22;14-15;14-16;16-17;16-18;18-19;18-20;20-21;20-22;22-23;24-25;24-26;24-27;27-28;27-32;28-29;28-30;28-31;32-33;32-34;32-35;36-37;36-45;37-38;37-39;39-40;39-41;41-42;41-43;43-44;43-45;45-46;47-48;47-49;47-50;50-51;50-55;51-52;51-53;51-54;55-56;55-57;55-58,
OVODUZ,-1,1,ok,1,fast_binary,53,58,34,0-1;0-3;0-4;0-27;0-29;0-30;1-7;2-17;3-17;3-18;4-5;4-6;4-24;7-8;7-16;8-9;8-10;10-11;10-12;12-13;12-14;14-15;14-16;16-17;18-19;18-20;18-21;21-22;21-23;21-24;24-25;24-26;27-33;28-43;29-43;29-44;30-31;30-32;30-50;33-34;33-42;34-35;34-36;36-37;36-38;38-39;38-40;40-41;40-42;42-43;44-45;44-46;44-47;47-48;47-49;47-50;50-51;50-52,
OVOGIR,0,1,ok,1,fast_binary,83,86,38,0-1;0-2;0-4;0-71;1-5;1-19;1-32;2-16;2-45;2-58;3-71;4-8;4-15;5-6;5-7;5-8;8-9;9-10;9-11;11-12;11-13;13-14;13-15;15-16;16-17;16-18;19-20;19-24;19-28;20-21;20-22;20-23;24-25;24-26;24-27;28-29;28-30;28-31;32-33;32-37;32-41;33-34;33-35;33-36;37-38;37-39;37-40;41-42;41-43;41-44;45-46;45-50;45-54;46-47;46-48;46-49;50-51;50-52;50-53;54-55;54-56;54-57;58-59;58-63;58-67;59-60;59-61;59-62;63-64;63-65;63-66;67-68;67-69;67-70;71-72;72-73;72-81;73-74;73-75;75-76;75-77;77-78;77-79;79-80;79-81;81-82,
OVOJEQ,0,1,ok,1,fast_binary,79,82,36,0-1;0-2;0-3;0-74;3-4;3-71;4-5;4-6;6-7;6-78;7-8;7-9;9-10;9-71;10-11;10-12;10-75;13-14;13-15;13-19;13-74;15-16;15-17;15-18;19-20;19-21;19-22;23-24;23-25;23-29;23-74;25-26;25-27;25-28;29-30;29-31;29-32;33-34;33-35;33-39;33-75;35-36;35-37;35-38;39-40;39-41;39-42;43-44;43-45;43-49;43-75;45-46;45-47;45-48;49-50;49-51;49-52;53-54;53-55;53-59;53-72;54-63;54-67;54-73;55-56;55-57;55-58;59-60;59-61;59-62;63-64;63-65;63-66;67-68;67-69;67-70;71-77;72-78;73-78;74-77;75-77;76-77,
OVOKIU,0,1,ok,1,fast_binary,39,42,23,0-33;0-34;0-35;0-36;0-37;0-38;1-2;1-10;1-38;2-3;2-4;4-5;4-6;6-7;6-8;8-9;8-10;10-11;11-12;11-13;11-34;14-15;14-16;14-17;14-34;17-18;17-19;17-35;20-21;20-22;20-23;20-34;23-24;23-25;23-26;26-27;26-28;26-35;29-30;29-31;29-32;29-35,
OVOMAO,0,1,ok,1,fast_binary,75,80,50,0-1;0-2;0-5;0-6;0-11;0-13;1-22;1-32;1-47;2-51;2-57;2-63;3-17;4-26;5-18;5-27;6-19;6-30;7-42;8-21;9-43;10-39;11-26;11-44;12-29;13-17;13-31;14-15;14-18;14-45;16-38;17-21;18-36;19-20;19-31;21-38;22-23;22-24;22-25;26-43;27-28;27-44;29-39;29-43;30-40;30-55;31-42;32-33;32-34;32-35;36-37;36-69;38-42;39-44;40-41;40-71;45-46;45-61;47-48;47-49;47-50;51-52;51-53;51-54;55-56;55-73;57-58;57-59;57-60;61-62;61-69;63-64;63-65;63-66;67-68;67-71;67-73;69-70;71-72;73-74,
OVOPEV,1,1,ok,1,fast_binary,62,67,40,0-1;0-2;0-3;0-5;0-7;0-9;1-10;2-60;2-61;3-16;4-17;4-42;5-20;6-15;6-48;7-11;7-13;8-20;8-52;8-56;9-19;9-24;10-14;10-15;11-12;11-14;13-19;13-22;14-26;15-28;16-17;16-18;17-34;18-24;18-38;19-30;20-21;22-23;22-36;24-25;26-27;26-32;28-29;28-32;30-31;30-40;32-33;34-35;34-46;36-37;36-40;38-39;38-46;40-41;42-43;42-44;42-45;46-47;48-49;48-50;48-51;52-53;52-54;52-55;56-57;56-58;56-59,
OVOYEF,0,1,ok,1,fast_binary,58,62,40,0-1;0-6;0-7;0-8;0-9;1-10;1-36;1-47;2-7;3-8;4-9;5-27;5-32;6-20;6-22;10-11;10-18;11-12;11-20;12-13;12-14;14-15;14-16;16-17;16-18;18-19;20-21;22-23;22-30;23-24;23-25;25-26;25-27;27-28;28-29;28-30;30-31;32-33;32-34;32-35;36-37;36-45;37-38;37-39;39-40;39-41;41-42;41-43;43-44;43-45;45-46;47-48;47-56;48-49;48-50;50-51;50-52;52-53;52-54;54-55;54-56;56-57,
OVUHIY,0,1,ok,1,fast_binary,61,67,40,0-1;0-2;0-5;0-8;0-9;0-10;2-12;3-11;3-16;4-11;4-12;5-13;5-14;6-15;6-16;7-11;7-17;7-21;8-33;8-45;8-57;9-36;9-43;10-48;10-55;12-13;13-16;14-15;14-29;15-25;17-18;17-19;17-20;21-22;21-23;21-24;25-26;25-27;25-28;29-30;29-31;29-32;33-34;33-35;33-36;36-37;37-38;37-39;39-40;39-41;41-42;41-43;43-44;45-46;45-47;45-48;48-49;49-50;49-51;51-52;51-53;53-54;53-55;55-56;57-58;57-59;57-60,
OVURAA,0,1,ok,1,fast_binary,69,74,46,0-1;0-2;0-4;0-13;3-18;4-25;4-33;5-7;5-9;5-13;6-8;6-13;6-16;7-16;7-31;8-12;8-14;9-32;9-49;10-11;10-14;10-21;12-27;12-41;14-15;16-17;17-45;17-47;18-19;18-33;19-20;19-37;21-22;21-41;23-24;23-31;23-35;25-26;25-37;27-28;27-29;27-30;31-39;32-51;32-55;33-34;35-36;35-43;37-38;39-40;39-59;41-42;43-44;43-59;45-46;45-53;47-48;47-61;49-50;49-67;51-52;51-65;53-54;53-63;55-56;55-57;55-58;59-60;61-62;61-63;63-64;65-66;65-67;67-68,
OVURUU,0,1,ok,1,fast_binary,69,74,45,0-1;0-9;0-65;1-2;1-3;3-4;3-5;5-6;5-7;7-8;7-9;9-10;10-11;10-12;10-13;14-15;14-26;14-65;15-16;15-24;16-17;16-18;18-19;18-20;20-21;20-22;22-23;22-24;24-25;26-27;26-66;27-28;27-36;28-29;28-30;30-31;30-32;32-33;32-34;34-35;34-36;36-37;38-39;38-47;38-66;39-40;39-41;41-42;41-43;43-44;43-45;45-46;45-47;47-48;48-49;48-50;48-51;52-65;52-66;52-68;53-54;53-55;53-67;55-56;55-57;57-58;57-59;59-60;59-61;61-62;61-67;63-68;64-68;67-68,
OWAFAV,0,1,ok,1,fast_binary,38,40,23,0-2;0-3;1-15;2-4;2-12;4-5;4-6;4-15;6-7;6-8;6-9;9-10;9-11;9-12;12-13;12-14;15-16;15-27;16-17;16-25;17-18;17-19;19-20;19-21;21-22;21-23;23-24;23-25;25-26;27-28;27-36;28-29;28-30;30-31;30-32;32-33;32-34;34-35;34-36;36-37,
OWAHEB,0,1,ok,1,fast_binary,76,78,29,0-2;0-18;0-24;0-37;1-2;1-21;1-50;1-63;2-3;3-4;3-5;3-16;5-6;5-7;5-18;7-8;7-9;7-10;10-11;10-12;10-13;13-14;13-15;13-16;16-17;16-21;18-19;18-20;21-22;21-23;24-25;24-29;24-33;25-26;25-27;25-28;29-30;29-31;29-32;33-34;33-35;33-36;37-38;37-42;37-46;38-39;38-40;38-41;42-43;42-44;42-45;46-47;46-48;46-49;50-51;50-55;50-59;51-52;51-53;51-54;55-56;55-57;55-58;59-60;59-61;59-62;63-64;63-68;63-72;64-65;64-66;64-67;68-69;68-70;68-71;72-73;72-74;72-75,
OWAWEQ,1,1,ok,1,fast_binary,53,61,37,0-1;0-3;0-4;0-10;0-12;0-14;0-16;0-18;0-28;2-33;3-7;3-36;4-9;4-33;5-6;5-13;5-33;7-8;7-29;9-36;10-11;10-18;10-28;12-14;12-18;12-31;13-47;13-51;14-15;14-16;16-17;16-28;18-19;20-21;20-22;20-23;20-31;24-25;24-26;24-27;24-28;29-30;29-39;31-32;31-41;34-35;34-45;34-47;36-37;37-38;37-39;39-40;41-42;41-43;41-44;45-46;45-49;47-48;49-50;49-51;51-52,
OWAWIU,1,1,ok,1,fast_binary,52,60,38,0-1;0-4;0-5;0-28;0-36;0-37;0-38;0-40;0-42;2-11;3-5;3-11;4-6;4-7;5-8;6-8;7-14;7-15;8-12;9-10;9-11;9-12;12-13;15-16;15-21;17-18;17-19;17-21;19-20;19-24;21-22;22-23;22-26;24-25;24-26;26-27;28-29;28-36;28-40;30-31;30-32;30-33;30-37;34-35;34-36;34-44;34-48;36-38;37-40;37-42;38-39;38-42;40-41;42-43;44-45;44-46;44-47;48-49;48-50;48-51,
OWEFUS,1,1,ok,1,fast_binary,79,81,37,0-1;0-2;0-3;0-12;4-5;4-6;4-7;4-12;8-9;8-10;8-11;8-12;12-75;13-14;13-15;13-16;13-25;17-18;17-19;17-20;17-25;21-22;21-23;21-24;21-25;25-75;26-27;26-28;26-29;26-75;29-30;29-38;30-31;30-32;32-33;32-34;34-35;34-36;36-37;36-38;38-39;39-40;39-41;39-76;42-43;42-47;42-51;42-76;43-44;43-45;43-46;47-48;47-49;47-50;51-52;51-53;51-54;55-56;55-60;55-64;55-76;56-57;56-58;56-59;60-61;60-62;60-63;64-65;64-66;64-67;68-69;68-70;68-71;68-77;72-77;72-78;73-77;73-78;74-77;75-78;76-78,
OWEGAZ,0,1,ok,1,fast_binary,39,44,32,0-22;1-25;2-3;2-4;2-5;2-6;3-8;4-10;5-7;5-21;6-9;6-26;7-11;7-38;8-11;8-15;9-16;9-29;10-16;10-20;11-12;12-13;12-37;13-14;13-36;14-15;14-35;15-34;16-17;17-18;17-30;18-19;18-31;19-20;19-32;20-33;21-22;21-26;22-23;23-24;23-28;24-25;24-27;25-26,
OWEHAA,0,1,ok,1,fast_binary,59,62,32,0-1;0-2;0-3;0-4;1-15;1-16;2-33;3-8;3-29;4-5;4-6;4-7;8-9;8-41;10-11;10-27;10-53;12-16;12-23;12-31;13-14;13-23;13-45;15-27;15-33;16-40;17-18;17-19;17-20;17-25;21-22;21-43;21-53;23-24;25-26;25-40;25-49;27-28;29-30;29-47;31-32;31-34;31-55;33-43;34-35;34-36;34-37;38-39;38-41;38-47;40-45;41-42;43-44;45-46;47-48;49-50;49-51;49-52;53-54;55-56;55-57;55-58,
OWEJEH,0,1,ok,1,fast_binary,49,51,27,0-1;0-2;0-25;0-48;2-3;2-5;3-4;3-26;5-6;5-12;6-7;6-13;7-8;7-9;9-10;9-17;10-11;10-12;12-21;13-14;13-15;13-16;17-18;17-19;17-20;21-22;21-23;21-24;25-26;25-28;26-27;28-29;28-35;29-30;29-36;30-31;30-32;32-33;32-40;33-34;33-35;35-44;36-37;36-38;36-39;40-41;40-42;40-43;44-45;44-46;44-47,
OWEJIK,0,1,ok,1,fast_binary,76,87,63,0-1;0-2;0-3;0-4;0-5;0-7;1-6;1-16;2-8;2-18;3-11;3-20;4-21;4-55;5-27;5-38;6-10;7-14;7-28;8-19;9-10;9-16;10-12;11-13;12-22;12-47;13-15;13-33;14-16;14-34;15-20;17-18;17-19;18-21;19-26;20-27;21-31;22-23;22-30;24-25;24-30;24-61;26-53;26-67;27-49;28-29;28-51;31-32;31-65;33-36;33-73;34-35;34-43;36-37;36-42;38-39;38-69;40-41;40-57;40-71;42-72;43-44;43-51;45-46;45-49;45-69;47-48;47-61;49-50;51-52;53-54;53-71;55-56;55-59;57-58;57-67;59-60;59-65;61-62;63-64;63-72;63-73;65-66;67-68;69-70;72-75;73-74,
OWEJIL,0,1,ok,1,fast_binary,49,51,27,0-1;0-2;0-25;0-48;2-3;2-5;3-4;3-26;5-6;5-12;6-7;6-13;7-8;7-9;9-10;9-17;10-11;10-12;12-21;13-14;13-15;13-16;17-18;17-19;17-20;21-22;21-23;21-24;25-26;25-28;26-27;28-29;28-35;29-30;29-36;30-31;30-32;32-33;32-40;33-34;33-35;35-44;36-37;36-38;36-39;40-41;40-42;40-43;44-45;44-46;44-47,
OWEJOR,0,1,ok,1,fast_binary,70,74,38,0-1;0-2;0-3;0-4;1-17;2-26;2-46;3-48;3-50;4-5;4-6;4-7;7-8;7-12;7-16;8-9;8-10;8-11;12-13;12-14;12-15;16-17;16-24;17-18;18-19;18-20;20-21;20-22;22-23;22-24;24-25;26-27;26-33;27-28;27-34;28-29;28-30;30-31;30-38;31-32;31-33;33-42;34-35;34-36;34-37;38-39;38-40;38-41;42-43;42-44;42-45;46-47;46-48;48-49;50-51;50-57;51-52;51-58;52-53;52-54;54-55;54-62;55-56;55-57;57-66;58-59;58-60;58-61;62-63;62-64;62-65;66-67;66-68;66-69,
OWESUF,0,1,ok,1,fast_binary,32,36,22,0-1;0-10;0-18;0-24;1-4;2-10;2-11;2-16;3-7;3-10;3-14;4-5;4-6;4-11;7-8;7-9;7-20;11-12;11-13;14-15;14-16;16-17;18-21;19-24;19-25;19-30;20-24;20-28;21-22;21-23;21-25;25-26;25-27;28-29;28-30;30-31,
OWETAM,0,1,ok,1,fast_binary,36,38,22,0-1;0-2;0-5;0-6;3-6;3-21;3-23;4-5;4-9;4-19;5-7;6-8;7-26;7-29;8-26;8-31;9-10;9-11;9-12;12-13;12-14;12-17;15-16;15-33;17-18;19-20;19-29;21-22;21-31;23-24;23-25;23-33;26-27;26-28;29-30;31-32;33-34;33-35,
OWEYOG,1,1,ok,1,fast_binary,73,80,52,0-5;0-6;0-67;0-70;1-39;2-36;3-64;4-61;5-7;5-42;6-8;6-17;7-8;7-9;8-13;9-10;9-11;9-12;13-14;13-15;13-16;17-18;17-32;18-19;18-20;20-21;20-22;22-23;22-24;24-25;24-32;25-26;25-27;27-28;27-29;29-30;29-31;31-32;31-33;33-34;33-40;34-35;34-36;36-37;37-38;37-39;39-40;40-41;42-43;42-57;43-44;43-45;45-46;45-47;47-48;47-49;49-50;49-57;50-51;50-52;52-53;52-54;54-55;54-56;56-57;56-58;58-59;58-65;59-60;59-61;61-62;62-63;62-64;64-65;65-66;67-68;67-69;67-70;70-71;70-72,
OWIPOA,0,1,ok,1,fast_binary,56,59,33,0-1;0-5;0-9;0-55;1-2;1-3;1-4;5-6;5-7;5-8;9-10;9-11;9-12;13-14;13-22;13-53;14-15;14-16;16-17;16-18;18-19;18-20;20-21;20-22;22-23;24-25;24-33;24-53;25-26;25-27;27-28;27-29;29-30;29-31;31-32;31-33;33-34;35-36;35-37;35-38;35-51;38-39;38-47;39-40;39-41;41-42;41-43;43-44;43-45;45-46;45-47;47-48;49-54;50-54;51-53;51-55;52-55;53-54;54-55,
OWIQOB,0,1,ok,1,fast_binary,82,87,41,0-3;0-30;0-31;0-34;0-35;1-3;1-4;1-6;2-3;2-5;2-18;4-5;4-36;5-37;6-7;6-11;7-8;7-12;8-9;8-38;9-10;9-39;10-11;10-40;11-15;12-13;12-14;12-41;13-42;13-43;13-44;14-45;14-46;14-47;15-16;15-17;15-48;16-49;16-50;16-51;17-52;17-53;17-54;18-19;18-23;19-20;19-24;20-21;20-55;21-22;21-56;22-23;22-57;23-27;24-25;24-26;24-58;25-59;25-60;25-61;26-62;26-63;26-64;27-28;27-29;27-65;28-66;28-67;28-68;29-69;29-70;29-71;30-31;30-80;30-81;31-32;31-79;32-33;32-72;32-73;33-34;33-74;33-75;34-35;34-78;35-76;35-77,
OWIRES,1,1,ok,1,fast_binary,62,64,29,0-1;0-2;0-5;1-15;1-28;1-41;2-3;2-4;2-5;5-6;5-7;7-8;7-9;9-10;9-11;11-12;11-13;11-14;15-16;15-20;15-24;16-17;16-18;16-19;20-21;20-22;20-23;24-25;24-26;24-27;28-29;28-33;28-37;29-30;29-31;29-32;33-34;33-35;33-36;37-38;37-39;37-40;41-42;41-50;42-43;42-44;44-45;44-46;46-47;46-48;48-49;48-50;50-51;51-52;51-60;52-53;52-54;54-55;54-56;56-57;56-58;58-59;58-60;60-61,
OWIRUI,1,1,ok,1,fast_binary,63,66,31,0-1;0-2;0-4;1-16;1-29;1-42;2-3;2-4;2-13;4-5;4-6;6-7;6-8;6-9;9-10;9-11;11-12;11-13;13-14;13-15;16-17;16-21;16-25;17-18;17-19;17-20;21-22;21-23;21-24;25-26;25-27;25-28;29-30;29-34;29-38;30-31;30-32;30-33;34-35;34-36;34-37;38-39;38-40;38-41;42-43;42-51;43-44;43-45;45-46;45-47;47-48;47-49;49-50;49-51;51-52;52-53;52-61;53-54;53-55;55-56;55-57;57-58;57-59;59-60;59-61;61-62,
OWIZOK,1,1,ok,1,fast_binary,61,70,41,0-1;0-3;0-4;0-5;0-6;0-8;0-10;0-11;0-13;1-2;2-47;3-29;3-37;4-38;4-45;5-6;5-13;5-15;6-7;6-8;8-9;8-10;10-11;10-25;11-12;11-13;13-14;15-16;15-17;15-21;17-18;17-19;17-20;21-22;21-23;21-24;25-26;25-27;25-28;29-30;29-31;31-32;31-33;33-34;33-35;35-36;35-37;37-38;38-39;39-40;39-41;41-42;41-43;43-44;43-45;45-46;47-48;47-49;47-50;50-51;50-59;51-52;51-53;53-54;53-55;55-56;55-57;57-58;57-59;59-60,
OWOFOX,0,1,validation_failed,0,full_huckel_fallback,63,67,43,0-29;1-14;1-15;1-40;1-50;1-55;2-41;2-49;3-28;3-51;4-5;4-14;4-16;6-30;6-39;7-8;7-18;7-28;9-10;9-28;9-36;11-12;11-24;11-55;13-26;13-55;13-56;14-56;15-29;16-17;16-23;18-50;18-58;19-20;19-39;19-58;21-22;21-23;21-56;23-38;24-25;24-49;26-27;26-49;30-31;30-32;30-33;34-35;34-39;34-59;36-37;36-50;38-45;40-62;41-42;41-43;41-44;45-46;45-47;45-48;51-52;51-53;51-54;57-58;57-59;59-60;61-62,mapped graph differs from stored Hückel SMILES
OWOFUD,0,1,ok,1,fast_binary,63,68,44,0-7;0-8;0-9;0-10;0-23;0-34;1-49;2-33;3-4;3-21;3-35;4-50;5-30;5-43;6-17;6-31;7-14;7-47;8-15;8-32;9-11;9-24;10-25;10-55;11-12;11-35;13-54;13-59;14-25;14-26;15-16;15-57;17-18;17-19;17-20;21-22;21-24;23-33;24-32;25-28;26-27;26-31;28-29;28-30;30-41;31-37;32-39;34-49;35-36;37-38;37-47;39-40;39-54;41-42;41-55;43-44;43-45;43-46;47-48;50-51;50-52;50-53;54-57;55-56;57-58;59-60;59-61;59-62,
OWOHEO,1,1,ok,1,fast_binary,52,58,34,0-1;0-2;0-3;0-5;1-43;1-46;2-22;2-25;3-7;3-21;4-16;4-17;4-21;5-28;5-42;6-37;6-38;6-42;7-8;7-16;8-9;8-10;10-11;10-12;12-13;12-14;14-15;14-16;17-18;17-19;17-20;21-22;22-23;22-24;25-26;25-27;25-49;28-29;28-37;29-30;29-31;31-32;31-33;33-34;33-35;35-36;35-37;38-39;38-40;38-41;42-43;43-44;43-45;46-47;46-48;46-49;49-50;49-51,
OWOHUE,0,1,ok,1,fast_binary,51,54,34,0-3;0-4;0-15;0-28;0-29;0-40;1-2;2-3;4-5;4-13;5-6;5-7;7-8;7-9;9-10;9-11;11-12;11-13;13-14;15-16;15-24;16-17;16-18;18-19;18-20;20-21;20-22;22-23;22-24;24-25;26-27;27-28;29-30;29-38;30-31;30-32;32-33;32-34;34-35;34-36;36-37;36-38;38-39;40-41;40-49;41-42;41-43;43-44;43-45;45-46;45-47;47-48;47-49;49-50,
OWOJAM,0,1,ok,1,fast_binary,51,54,34,0-3;0-4;0-15;0-28;0-29;0-40;1-2;2-3;4-5;4-13;5-6;5-7;7-8;7-9;9-10;9-11;11-12;11-13;13-14;15-16;15-24;16-17;16-18;18-19;18-20;20-21;20-22;22-23;22-24;24-25;26-27;27-28;29-30;29-38;30-31;30-32;32-33;32-34;34-35;34-36;36-37;36-38;38-39;40-41;40-49;41-42;41-43;43-44;43-45;45-46;45-47;47-48;47-49;49-50,
OWOJEQ,0,1,ok,1,fast_binary,29,30,20,0-3;0-6;0-7;0-18;1-2;2-3;4-5;5-6;7-8;7-16;8-9;8-10;10-11;10-12;12-13;12-14;14-15;14-16;16-17;18-19;18-27;19-20;19-21;21-22;21-23;23-24;23-25;25-26;25-27;27-28,
OWOLUJ,0,1,ok,1,fast_binary,21,20,10,0-1;0-2;0-3;0-16;3-20;4-5;4-6;4-7;4-9;8-9;8-16;9-10;9-11;12-13;12-14;12-15;12-17;17-18;17-19;17-20,
OWOQAT,0,1,ok,1,fast_binary,40,44,26,0-1;0-2;0-3;0-4;3-5;3-9;4-10;4-14;5-6;5-22;6-7;6-23;7-8;7-24;8-9;8-25;9-10;10-11;11-12;11-26;12-13;12-27;13-14;13-18;14-15;15-16;15-28;15-29;16-17;16-19;16-30;17-18;17-31;17-32;18-19;18-33;19-20;19-21;20-34;20-35;20-36;21-37;21-38;21-39,
OWUDUH,0,1,ok,1,fast_binary,51,55,35,0-1;0-2;0-38;2-3;2-4;4-5;4-6;6-7;6-8;8-38;8-39;9-10;9-39;9-41;10-11;10-12;12-13;12-14;14-15;14-16;16-17;16-41;18-19;18-20;18-31;20-21;20-22;22-23;22-27;23-24;23-25;23-26;27-28;27-29;29-30;29-31;31-50;32-33;32-34;32-35;32-42;34-45;34-46;35-36;35-37;35-47;38-49;39-40;41-49;42-49;42-50;43-50;44-50;45-49;47-48,
OWUFIW,1,1,ok,1,fast_binary,79,85,49,0-1;0-2;0-3;0-9;0-16;0-23;3-4;4-5;5-6;5-7;5-8;9-10;9-24;9-35;10-11;10-12;10-13;13-14;13-15;13-16;16-17;16-46;17-18;17-19;17-20;20-21;20-22;20-23;23-57;23-68;24-25;24-33;25-26;25-27;27-28;27-29;29-30;29-31;31-32;31-33;33-34;35-36;35-44;36-37;36-38;38-39;38-40;40-41;40-42;42-43;42-44;44-45;46-47;46-55;47-48;47-49;49-50;49-51;51-52;51-53;53-54;53-55;55-56;57-58;57-66;58-59;58-60;60-61;60-62;62-63;62-64;64-65;64-66;66-67;68-69;68-77;69-70;69-71;71-72;71-73;73-74;73-75;75-76;75-77;77-78,
OWUJIA,1,1,ok,1,fast_binary,63,69,40,0-1;0-3;0-28;0-38;2-3;2-14;2-15;3-4;4-5;4-29;5-6;5-14;6-7;6-8;8-9;8-10;10-11;10-12;12-13;12-14;15-16;15-17;15-18;18-19;18-20;18-21;21-22;21-23;21-24;24-25;24-26;24-27;28-29;28-36;29-30;30-31;30-32;32-33;32-34;34-35;34-36;36-39;37-38;37-49;37-50;38-39;39-40;40-41;40-49;41-42;41-43;43-44;43-45;45-46;45-47;47-48;47-49;50-51;50-52;50-53;53-54;53-55;53-56;56-57;56-58;56-59;59-60;59-61;59-62,
OWUJOG,1,1,ok,1,fast_binary,63,69,40,0-1;0-29;0-41;0-51;2-3;2-4;2-5;2-28;5-6;5-7;5-8;8-9;8-10;8-11;11-12;11-13;11-14;15-16;15-17;15-18;15-50;18-19;18-20;18-21;21-22;21-23;21-24;24-25;24-26;24-27;28-29;28-40;29-30;30-31;30-42;31-32;31-40;32-33;32-34;34-35;34-36;36-37;36-38;38-39;38-40;41-42;41-49;42-43;43-44;43-45;45-46;45-47;47-48;47-49;49-52;50-51;50-62;51-52;52-53;53-54;53-62;54-55;54-56;56-57;56-58;58-59;58-60;60-61;60-62,
OWUKAT,0,1,ok,1,fast_binary,64,70,41,0-1;0-2;0-17;0-29;0-52;3-4;3-17;3-28;4-5;4-6;4-7;7-8;7-9;7-10;10-11;10-12;10-13;13-14;13-15;13-16;17-18;18-19;18-30;19-20;19-28;20-21;20-22;22-23;22-24;24-25;24-26;26-27;26-28;29-30;29-37;30-31;31-32;31-33;33-34;33-35;35-36;35-37;37-53;38-39;38-52;38-63;39-40;39-41;39-42;42-43;42-44;42-45;45-46;45-47;45-48;48-49;48-50;48-51;52-53;53-54;54-55;54-63;55-56;55-57;57-58;57-59;59-60;59-61;61-62;61-63,
OWUKOH,1,1,ok,1,fast_binary,73,82,53,0-1;0-2;0-5;0-6;0-7;0-8;1-16;2-12;3-16;3-28;3-69;4-12;4-19;4-72;5-35;5-40;6-11;6-27;7-14;7-38;8-13;8-18;9-10;9-24;9-44;10-34;10-45;11-31;11-38;12-13;13-15;14-17;14-35;15-29;15-70;16-18;17-42;17-46;18-29;19-30;19-65;19-66;20-36;20-40;20-47;21-26;21-37;21-48;22-25;22-27;22-49;23-38;23-42;23-50;24-28;24-39;25-31;25-51;26-30;26-52;27-53;28-67;28-68;29-71;30-33;31-54;32-35;32-36;32-55;33-43;33-56;34-41;34-57;36-58;37-43;37-59;39-41;39-60;40-61;41-62;42-63;43-64,
OWULAU,0,1,ok,1,fast_binary,37,39,20,0-1;0-2;0-3;0-4;0-5;0-6;4-12;4-13;4-14;5-15;5-16;5-17;6-7;6-11;7-8;7-12;8-9;8-18;9-10;9-19;10-11;10-20;11-15;12-21;12-22;13-23;13-24;13-25;14-26;14-27;14-28;15-29;15-30;16-31;16-32;16-33;17-34;17-35;17-36,
OWULEY,0,1,ok,1,fast_binary,38,40,21,0-1;0-2;0-3;0-4;0-5;0-6;0-7;5-16;5-19;5-23;6-27;6-30;6-34;7-8;7-15;8-9;8-16;9-10;9-11;11-12;11-13;13-14;13-15;15-27;16-17;16-18;19-20;19-21;19-22;23-24;23-25;23-26;27-28;27-29;30-31;30-32;30-33;34-35;34-36;34-37,
