IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp,treatment,edge_changed,result_source
IWADOZ,0,ok,0.0631,51,1,,[Zn+2](N=C=S)(N=C=S)(<-n1nc(C([H])([H])C([H])([H])[H])n(N([H])[H])c1C([H])([H])C([H])([H])[H])<-n1nc(C([H])([H])C([H])([H])[H])n(N([H])[H])c1C([H])([H])C([H])([H])[H],ligand_only,0,baseline_reused
IWASUW,1,ok,0.0572,51,1,,[Au+3](Cl)(Cl)(<-C1N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])=C([H])N1C([H])([H])[H])<-C1N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])=C([H])N1C([H])([H])[H],ligand_only,0,baseline_reused
IWAXEK,0,ok,0.0445,39,1,,C1(C([H])(C([H])([H])[H])O[Mo+6]2(=O)(OC([H])(C(N(C([H])([H])[H])C([H])([H])[H])=O->2)C([H])([H])[H])(<-O=1)=O)N(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IWAYUC,0,ok,0.0638,40,1,,[Au+](<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1sc([H])c([H])c1-n1c([H])c([H])nc1[H])Cl,ligand_only,0,baseline_reused
IWAZUB,0,ok,0.0714,53,1,,[W](<-P1(c2c([H])c([H])c([H])c([H])c2[H])C2=C(C3(C24C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])C2(C([H])([H])C2([H])[H])C12C([H])([H])C2([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
IWEDUJ,1,ok,0.1089,49,1,,[Pd+2]12(Cl)<-S3C([H])([H])c4c([H])c([H])c([H])c(n->14)C([H])([H])S->2C([H])([H])C([H])([H])OC([H])([H])c1c(c([H])c([H])c([H])c1[H])C([H])([H])OC([H])([H])C3([H])[H],ligand_only,0,baseline_reused
IWEFIA,0,ok,0.0813,52,1,,[Ru+2]123456(Cl)(<-n7n([B-](n8n->1c([H])c([H])c8[H])(n1nc([H])c([H])c1[H])[H])c([H])c([H])c7[H])<-c1(C(C([H])([H])[H])(C([H])([H])[H])[H])c->2([H])c->3([H])c->4(C([H])([H])[H])c->5([H])c->61[H],ligand_only,0,baseline_reused
IWEFOH,-1,ok,0.0690,41,1,,[V+5]12(=O)(<-N(=C(C([H])([H])[H])c3c(n(-c4c([H])c([H])c([H])c([H])c4[H])nc3C([H])([H])[H])O1)N=C(c1oc([H])c([H])c1[H])O2)=O,ligand_only,0,baseline_reused
IWEFUM,0,ok,0.0661,49,1,,[Pd+2]12(Cl)<-P(C(c3c1c(C(O->2C([H])([H])[H])([H])[H])c([H])c([H])c3[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IWEFUN,0,ok,0.0828,45,1,,[V+5]12(=O)(Oc3n(-c4c([H])c([H])c([H])c([H])c4[H])nc(C([H])([H])[H])c3C(=N->1N([H])C(=O->2)c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])=O,ligand_only,0,baseline_reused
IWEJIF,0,ok,0.1127,79,1,,[W](<-P(=C(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-P(=C(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
IWEJOJ,1,ok,0.0475,51,1,,[Re+]1(<-N([H])(C(c2n->1c([H])c([H])n2[H])([H])[H])C([H])([H])C(N1C([H])([H])C([H])([H])N(c2c(F)c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
IWENAZ,1,ok,0.0322,27,1,,[Re+]12(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(C([H])([H])C([H])([H])N->1(C([H])([H])C([H])([H])N->2([H])[H])[H])([H])[H],ligand_only,0,baseline_reused
IWEZEQ,0,ok,0.1320,47,1,,c12[Pt+2]3(c4c(-c5c([H])c([H])c([H])c6c([H])c([H])c([H])n->3c65)c([H])c([H])s4)<-n3c([H])c([H])c([H])c4c([H])c([H])c([H])c(-c1c([H])c([H])s2)c43,ligand_only,0,baseline_reused
IWEZOA,0,ok,0.0656,73,1,,C1([H])C(=C([H])C([H])=S->[Pt+2]=12<-P(C([H])([H])C([H])([H])P->2(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])nc21,ligand_only,0,baseline_reused
IWIDAU,0,ok,0.0801,65,1,,[Ir+](<-P(c1c([H])c([H])c([H])c([H])c1-c1c(C([H])([H])[H])c([H])c([H])c([H])c1[H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(Cl)(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
IWIDIC,0,ok,0.0765,62,1,,[Ir+](Cl)(<-P(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])c1c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
IWIDOI,0,ok,0.0854,70,1,,[Ir+](Cl)(<-P(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])c1c(-c2c(OC([H])([H])[H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
IWIDUO,0,ok,0.0597,52,1,,[Ir+](Cl)(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1c([H])c([H])c([H])c([H])c1[H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ligand_only,0,baseline_reused
IWIHAX,0,ok,0.0568,45,1,,[Zn+2]12(Cl)(Cl)<-N(N(c3n->1c(N(N->2=C(C([H])([H])[H])C([H])([H])[H])[H])nc(N(N=C(C([H])([H])[H])C([H])([H])[H])[H])n3)[H])=C(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IWIJON,0,ok,0.0603,50,1,,[Ti+4](Cl)(Cl)(Cl)(Cl)<-C1N(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c(c([H])c([H])c([H])c2[H])N1C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IWIMUY,0,ok,0.1535,81,1,,[Ni+2]1(Oc2c(C(=N->1c1nc(-c3nc([H])c([H])c([H])c3[H])c([H])c([H])c1[H])[H])c([H])c([H])c([H])c2-c1c2c(c([H])c([H])c([H])c2[H])c([H])c2c([H])c([H])c([H])c([H])c12)(<-n1c([H])c([H])c([H])c([H])c1[H])c1c(C([H])([H])[H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
IWISAI,0,ok,0.0913,41,1,,[Ni+2]123<-N(=C([H])C(C(=O)C([H])([H])[H])=C(C([H])([H])[H])O1)c1c(c([H])c([H])c([H])c1[H])N->2=C([H])c1c(c([H])c([H])c([H])c1[H])O3,ligand_only,0,baseline_reused
IWIWAO,1,ok,0.0744,68,1,,[Ni+2](Cl)(<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])<-C1N([H])c2c(c([H])c([H])c([H])c2[H])N1C(OC([H])([H])[H])([H])[H],ligand_only,0,baseline_reused
IWIYUI,1,ok,0.0618,49,1,,[Ag+](Sc1c([H])c([H])c([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])Sc1c([H])c([H])c([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],ligand_only,0,baseline_reused
IWOFEG,0,ok,0.1317,51,1,,[Ru+2]12345(Cl)(Cl)(<-P(N(C(c6sc([H])c([H])c6[H])([H])[H])[H])(c6c([H])c([H])c([H])c([H])c6[H])c6c([H])c([H])c([H])c([H])c6[H])<-c6([H])c->1([H])c->2([H])c->3([H])c->4([H])c->56[H],ligand_only,0,baseline_reused
IWOFEH,0,ok,0.3172,61,1,,c1([H])c([H])c([H])c([H])c([H])n1->[Ru+2](<-[C-]#[O+])(<-n1c([H])c([H])c([H])c([H])c1[H])(<-[As](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(Cl)Cl,ligand_only,0,baseline_reused
IWOKIO,0,ok,0.1463,50,1,,[Ni+2]123<-N(=C(c4c([H])c([H])c([H])c([H])c4[H])c4c(c([H])c([H])c(Cl)c4[H])O1)c1c([H])c([H])c([H])c([H])c1N->2=C([H])c1c(c([H])c(O[H])c([H])c1[H])O3,ligand_only,0,baseline_reused
IWOMIQ,1,ok,0.0717,53,1,,[Ru+2]12(Cl)(<-S3C([H])([H])C([H])([H])S->1C([H])([H])C([H])([H])S->2C([H])([H])C3([H])[H])(<-n1c([H])c([H])c([H])c(C(N([H])[H])=O)c1[H])<-n1c([H])c([H])c([H])c(C(N([H])[H])=O)c1[H],ligand_only,0,baseline_reused
IWOPAL,0,ok,0.1327,55,1,,[Ni+2]123<-N(=C(c4c([H])c([H])c([H])c([H])c4[H])c4c([H])c(Cl)c([H])c([H])c4O1)C([H])([H])C([H])([H])N->2=C(c1c([H])c([H])c([H])c([H])c1[H])c1c(c([H])c([H])c(Cl)c1[H])O3,ligand_only,0,baseline_reused
IWOPUF,0,ok,0.0685,45,1,,[Zn+2]12(<-N(O[H])=C(C([H])([H])[H])C(=N->1N=C(O2)c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])(<-n1c([H])n([H])c([H])c1[H])OC(=O)C([H])([H])[H],ligand_only,0,baseline_reused
IWUBIL,0,ok,0.0448,31,1,,N([H])([H])(c1c([H])c([H])c([H])c([H])c1[H])->[Zn+2](I)(<-N([H])([H])c1c([H])c([H])c([H])c([H])c1[H])I,ligand_only,0,baseline_reused
IWUBOT,0,ok,0.0869,71,1,,[Pt+2]12(<-O([H])C3([H])C(O->1[H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C1(C(=O)OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1(C(OC([H])([H])[H])=O)C1(C(OC([H])([H])[H])=O)C2(C(=O)OC([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IWUBUZ,0,ok,0.0804,62,1,,[Pt+2]12(<-n3c(-c4n->1c([H])c([H])c([H])c4[H])c([H])c([H])c([H])c3[H])C1(C(OC([H])([H])[H])=O)C(C(OC([H])([H])[H])=O)(C1(C([H])([H])[H])C([H])([H])[H])C(C(OC([H])([H])[H])=O)=C2C(=O)OC([H])([H])[H],ligand_only,0,baseline_reused
IWULUH,-1,ok,0.0143,15,1,,[Cu+](Cl)(Cl)<-C(C(O[H])([H])[H])#CC(O[H])([H])[H],ligand_only,0,baseline_reused
IWUMIW,-1,ok,0.0242,15,1,,[Ir+3]1(Cl)(Cl)(Cl)(Cl)<-N(C(C(=N->1[H])[H])([H])[H])([H])[H],ligand_only,0,baseline_reused
IWUPOG,0,ok,0.0648,59,1,,[Ni+2]12(ON->13C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C([H])([H])[H])ON->21C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IWUPUM,0,ok,0.0739,74,1,,[Ni+2]1(ON->12C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])(ON1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])<-C=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IWUQAT,0,ok,0.0896,73,1,,[Ni+2]1(ON->12C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])(O[N+]1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])C#Cc1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
IWUXUV,0,ok,0.0440,34,1,,c1([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c(Br)p1->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
IWUYAC,0,ok,0.0585,44,1,,[W](<-p1c([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
IXAFAP,0,ok,0.1005,67,1,,c1([H])c([H])c([H])c([H])c2c1C([H])([H])P1(c3c([H])c([H])c([H])c([H])c3[H])->[Fe+2]2(<-N#N)(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c(c([H])c([H])c([H])c2[H])C1([H])[H],ligand_only,0,baseline_reused
IXAFET,0,ok,0.0963,67,1,,c12c(c([H])c([H])c([H])c1[H])C([H])([H])P1(c3c([H])c([H])c([H])c([H])c3[H])->[Fe+2]2(<-[C-]#[O+])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2C1([H])[H],ligand_only,0,baseline_reused
IXAFIX,0,ok,0.0946,79,1,,[Co+]1(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-P(C(c2c([H])c([H])c([H])c([H])c2[H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])C(c2c1c([H])c([H])c([H])c2[H])([H])[H],ligand_only,0,baseline_reused
IXAFOD,0,ok,0.0891,71,1,,C([H])([H])(c1c([H])c([H])c([H])c([H])c1[H])P1(c2c([H])c([H])c([H])c([H])c2[H])C(c2c([H])c([H])c([H])c([H])c2[Co+3]<-1(C([H])([H])[H])(I)(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H],ligand_only,0,baseline_reused
IXALEZ,0,ok,0.1462,50,1,,C1(c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3n2->[Ru+2]23(<-n4c([H])c([H])c([H])c([H])c4-c4c([H])c([H])c([H])c(-c5c([H])c([H])c([H])c([H])n->25)n->34)(O1)Cl)=O,ligand_only,0,baseline_reused
IXANUR,0,ok,0.1609,66,1,,[Ru+2]123(<-n4n(C(n5n->1c([H])c([H])c5[H])([H])n1n->2c([H])c([H])c1[H])c([H])c([H])c4[H])(Cl)<-N1=C(C(=O)N3C([H])(C(O[H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])OC([H])([H])C1([H])C([H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IXASAD,0,ok,0.0393,40,1,,[Mo+6]12(<-N(=C([H])c3c(c(Br)c([H])c(Br)c3[H])O1)N=C(c1c(C([H])([H])[H])c([H])c([H])c([H])c1[H])O2)(=O)=O.O(C([H])([H])[H])[H],ligand_only,0,baseline_reused
IXATIL,1,ok,0.0391,36,1,,[Re+]12(<-S(C([H])([H])[H])C([H])([H])C(S->1C([H])([H])C(P->2(C(O[H])([H])[H])C(O[H])([H])[H])([H])[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
IXATUX,0,ok,0.3507,47,1,,[Ti+4]12345(Cl)(Cl)(<-N(c6c([H])c([H])c([H])c([H])c6[H])=C(C(F)(F)F)C([H])=C(O1)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-C1([H])=C->2([H])C->3([H])=C->4([H])C51[H],ligand_only,0,baseline_reused
IXEDAS,0,ok,0.0695,36,1,,[Mo+6]12(=O)(=O)<-N(=C([H])c3c(c([H])c([H])c(Br)c3[H])O1)N=C(c1c([H])c([H])nc([H])c1[H])O2.O(C([H])([H])[H])[H],ligand_only,0,baseline_reused
IXEGOI,0,ok,0.0446,33,1,,[Au+](Cl)<-C1N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N1C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
IXEGUO,0,ok,0.0590,43,1,,[Ag+](Cl)<-C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])=C([H])N1C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
IXEHAV,0,ok,0.0467,35,1,,[Au+3](Br)(Br)(Br)<-C1N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N1C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
IXEHEZ,0,ok,0.0434,37,1,,[Au+](Cl)<-C1N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N1C([H])([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IXEHID,0,ok,0.0456,39,1,,[Au+3](Br)(Br)(Br)<-C1N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N1C([H])([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IXEHOJ,0,ok,0.0473,42,1,,[Au+3](Br)(Br)(Br)<-C1N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N1C([H])([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IXELEC,0,ok,0.0663,39,1,,[Pd+2]12(Cl)<-N(C(c3c1c(C(N->2(C([H])([H])[H])C([H])([H])[H])([H])[H])c([H])c(C(O[H])([H])[H])c3[H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IXEPUY,0,ok,0.0611,37,1,,[Fe+2]123(Cl)(Cl)<-S(C(c4c([H])c([H])c([H])c([H])n->14)([H])[H])C([H])([H])C(S->2C([H])([H])c1c([H])c([H])c([H])c([H])n->31)([H])[H],ligand_only,0,baseline_reused
IXIBOG,0,ok,0.0762,47,1,,[Pt+2]12(Oc3c([H])c([H])c([H])c([H])c3O[H])<-N(C(c3c1c(C(N->2(C([H])([H])[H])C([H])([H])[H])([H])[H])c([H])c([H])c3[H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IXIFAW,0,ok,0.1043,71,1,,[Fe+2](Cl)(<-n1c([H])nn(C(C(C([H])([H])[H])([H])[H])([H])[H])c1[H])(<-n1c([H])nn(C(C(C([H])([H])[H])([H])[H])([H])[H])c1[H])(Cl)(<-n1c([H])nn(C(C(C([H])([H])[H])([H])[H])([H])[H])c1[H])<-n1c([H])nn(C(C(C([H])([H])[H])([H])[H])([H])[H])c1[H],ligand_only,0,baseline_reused
IXIFUQ,0,ok,0.0486,30,1,,[V+5]12(<-n3c([H])c([H])c([H])c([H])c3C(N->1=C(c1c([H])c([H])c([H])c([H])c1O2)[H])([H])[H])(=O)=O,ligand_only,0,baseline_reused
IXIGAX,0,ok,0.1551,72,1,,c12c([H])c([H])c([H])c([H])c1c([H])c([H])c([H])c2C([H])([H])N12->[Pd+2]3(<-N(C(C1([H])C([H])([H])C([H])([H])C2([H])[H])([H])[H])=C([H])c1c([H])c(C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1O3)OC(C([H])([H])[H])=O,ligand_only,0,baseline_reused
IXIGEB,0,ok,0.0814,66,1,,[Ni+2]12(Oc3c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c3C([H])=N->1C(C1([H])N->2(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C1([H])[H])([H])[H])OC(C([H])([H])[H])=O,ligand_only,0,baseline_reused
IXIGIG,0,ok,0.0760,63,1,,[Zn+2]1(Cl)(Cl)<-N(c2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c2N->1=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IXIGOM,0,ok,0.0591,49,1,,[Zn+2]1(Cl)(Cl)<-N(c2c(N->1=C1N(C([H])([H])[H])C([H])([H])C([H])([H])N1C([H])([H])[H])c([H])c([H])c([H])c2[H])=C1N(C([H])([H])[H])C([H])([H])C([H])([H])N1C([H])([H])[H],ligand_only,0,baseline_reused
IXIGUS,0,ok,0.1405,66,1,,[Re+5]1(Br)(Br)(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])(<-n2n(C([H])([H])[H])c([H])c([H])c2-c2c(O1)c1c(c([H])c2[H])c([H])c([H])c([H])c1[H])=O,ligand_only,0,baseline_reused
IXIHAZ,0,ok,0.1656,66,1,,[Re+5]1(Br)(Br)(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])(<-n2n(C([H])([H])[H])c([H])c([H])c2-c2c(O1)c([H])c([H])c1c2c([H])c([H])c([H])c1[H])=O,ligand_only,0,baseline_reused
IXIJEF,0,ok,0.0807,47,1,,[Re+5]12(Cl)(=O)(Oc3c(-c4n->1n(C([H])([H])[H])c([H])c4[H])c([H])c([H])c([H])c3[H])Oc1c(-c3n->2n(C([H])([H])[H])c([H])c3[H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
IXIPAH,0,ok,0.0603,57,1,,[Zn+2](Cl)(Cl)(<-N1=C2N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H])<-N1=C2N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H],ligand_only,0,baseline_reused
IXIVAM,0,reference_graph_unavailable,0.000000,55,0,mapped graph differs from stored Hückel SMILES,,ligand_only,0,unavailable
IXIXUJ,0,ok,0.0855,65,1,,[Pd+2](Cl)(<-n1n(C([H])([H])c2c([H])c(C(Cl)([H])[H])c([H])c([H])c2[H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])(Cl)<-n1n(C([H])([H])c2c([H])c(C(Cl)([H])[H])c([H])c([H])c2[H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],ligand_only,0,baseline_reused
IXIYAQ,0,ok,0.0725,59,1,,C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])[H])P1(->[Pd+2]2(Cl)<-n3c(C([H])([H])[H])c([H])c(C([H])([H])[H])n3C(c3c2c(C(O1)([H])[H])c([H])c([H])c3[H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
IXOBUT,1,ok,0.0450,34,1,,[Cu+]12(<-S3C([H])([H])C([H])([H])S->1C([H])([H])C([H])([H])S->2C([H])([H])C3([H])[H])<-n1c([H])n(C([H])([H])[H])c([H])c1[H],ligand_only,0,baseline_reused
IXOCIH,0,ok,0.0600,39,1,,[Zn+2](n1c([H])nn2c1nc([H])c([H])c2=O)(<-O([H])[H])(<-O([H])[H])(n1c([H])nn2c1nc([H])c([H])c2=O)(<-O([H])[H])<-O([H])[H],ligand_only,0,baseline_reused
IXOKUB,0,ok,0.0852,74,1,,[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C1N(C2([H])C([H])([H])C3([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])(C3([H])[H])C2(C([H])([H])[H])[H])C([H])([H])C([H])([H])N1C1([H])C([H])([H])C2([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])(C2([H])[H])C1(C([H])([H])[H])[H],ligand_only,0,baseline_reused
IXOMIR,1,ok,0.0557,40,1,,[Ru+2]12(Cl)(<-O([H])[H])(<-n3c(C(N->1(C([H])([H])[H])C([H])([H])[H])([H])[H])c([H])c([H])c([H])c3C(N->2(C([H])([H])[H])C([H])([H])[H])([H])[H])<-[C-]#[O+],ligand_only,0,baseline_reused
IXUCEK,0,ok,0.1541,59,1,,[Pd+2]1(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C(C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])=C([H])[H])(Cl)Cl,ligand_only,0,baseline_reused
IXUFIS,0,ok,0.0480,32,1,,[Zn+2]1(Cl)(Cl)<-N(O[H])=C(C([H])([H])[H])C([H])([H])c2n->1n([H])c(-c1c([H])c([H])c([H])c([H])c1[H])c2[H],ligand_only,0,baseline_reused
IXUKER,0,reference_graph_unavailable,0.000000,39,0,mapped graph differs from stored Hückel SMILES,,ligand_only,0,unavailable
IXUQEX,0,ok,0.4353,34,1,,[Se]([Ti+4]12345678(Cl)(<-C9([H])=C->1([H])C2([H])C->3([H])=C->49[H])<-C1([H])=C->5([H])C->6([H])=C->7([H])C81[H])c1c([H])c([H])c(Cl)c([H])c1[H],ligand_only,0,baseline_reused
IXUQIB,0,ok,0.5809,34,1,,Brc1c([H])c([H])c([Se][Ti+4]23456789(Cl)(<-C%10([H])=C->2([H])C3([H])C->4([H])=C->5%10[H])<-C2([H])=C->6([H])C->7([H])=C->8([H])C92[H])c([H])c1[H],ligand_only,0,baseline_reused
