CSD_code,total_charge,fixed_CSD_SMILES,NBO,xyz2mol_tm,TMC-LewisGen
OGIHOB,1,O=C1[O-]->[Co+3]234(<-NCCN->2CCN->3CCN->4)<-[O-]1,O=C1[O-]->[Co+3]234(<-NCCN->2CCN->3CCN->4)<-[O-]1,O=C1[O-]->[Co+3]234(<-NCCN->2CCN->3CCN->4)<-[O-]1,[Co+3]1234(<-N(C(C(N->1(C(C(N->2(C(C(N->3([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])OC(=O)O4
OGIHOD,0,CC(C)N12->[Y+3]34(<-[Cl-])(<-[Cl-])<-[O-]c5c(CN->3(CC1)CCN->4(C(C)C)CC2)cc(C(C)(C)C)cc5C(C)(C)C,CC(C)N12->[Y+3]34(<-[Cl-])(<-[Cl-])<-[O-]c5c(CN->3(CC1)CCN->4(C(C)C)CC2)cc(C(C)(C)C)cc5C(C)(C)C,CC(C)N12->[Y+3]34(<-[Cl-])(<-[Cl-])<-[O-]c5c(CN->3(CC1)CCN->4(C(C)C)CC2)cc(C(C)(C)C)cc5C(C)(C)C,[Y+3]123(Cl)(Cl)Oc4c(C(N->15C([H])([H])C([H])([H])N->2(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])N->3(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C5([H])[H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c4C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
OGOBIV,1,Cc1cccc2CN3(C)Cc4cccc(C)n4->[Ir+3]<-345(<-C=C->4)(<-[O-][O-]->5)<-n12,Cc1cccc2CN3(C)Cc4cccc(C)n4->[Ir+3]<-345(<-C=C->4)(<-[O-][O-]->5)<-n12,Cc1cccc2CN3(C)Cc4cccc(C)n4->[Ir+3]<-345(<-C=C->4)(<-[O-][O-]->5)<-n12,[Ir+3]1234(<-[O-][O-]->1)(<-C([H])([H])=C->2([H])[H])<-n1c(C([H])([H])N->3(C([H])([H])c2n->4c(C([H])([H])[H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
OGOFOG,0,CC(C)C1COC2Cc3ccc4CC5=N(->[Rh+](<-[C-]#[O+])(<-N=21)<-[n-]34)C(C(C)C)CO5,CC(C)[C@H]1COC2Cc3ccc4CC5=N(->[Rh@OH23+](<-[C-]#[O+])(<-N=21)<-[n-]34)[C@@H](C(C)C)CO5,CC(C)C1COC2Cc3ccc4CC5=N(->[Rh+](<-[C-]#[O+])(<-N=21)<-[n-]34)C(C(C)C)CO5,C1([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])OC2C([H])([H])c3c([H])c([H])c4C([H])([H])C5=N(->[Rh+](<-[C-]#[O+])(<-N=21)n34)C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O5
OGOFUM,0,[O+]#[C-]->[Rh+]12<-N3=C(Cc4ccc(CC5=N->1C(Cc1ccccc1)CO5)[n-]->24)OCC3Cc1ccccc1,[O+]#[C-]->[Rh@OH8+]12<-N3=C(Cc4ccc(CC5=N->1[C@@H](Cc1ccccc1)CO5)[n-]->24)OC[C@@H]3Cc1ccccc1,[O+]#[C-]->[Rh+]12<-N3=C(Cc4ccc(CC5=N->1C(Cc1ccccc1)CO5)[n-]->24)OCC3Cc1ccccc1,C1([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])OC2C([H])([H])c3c([H])c([H])c4C([H])([H])C5=N(->[Rh+](<-[C-]#[O+])(<-N=21)n34)C([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])O5
OGOGAT,0,[O+]#[C-]->[Rh+]12<-N3=C(Cc4ccc(CC5=N->1C1c6ccccc6CC1O5)[n-]->24)OC1Cc2ccccc2C13,[O+]#[C-]->[Rh@OH10+]12<-N3=C(Cc4ccc(CC5=N->1[C@@H]1c6ccccc6C[C@@H]1O5)[n-]->24)O[C@H]1Cc2ccccc2[C@H]13,[O+]#[C-]->[Rh+]12<-N3=C(Cc4ccc(CC5=N->1C1c6ccccc6CC1O5)[n-]->24)OC1Cc2ccccc2C13,C12([H])C([H])(C([H])([H])c3c1c([H])c([H])c([H])c3[H])OC1C([H])([H])c3c([H])c([H])c4C([H])([H])C5=N(->[Rh+](<-[C-]#[O+])(<-N=12)n34)C1([H])C([H])(C([H])([H])c2c1c([H])c([H])c([H])c2[H])O5
OGOJEZ,0,CC(C)C1COC2C3(C)C4=N(->[Rh+3](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-N=21)<-N1=C3OCC1C(C)C)C(C(C)C)CO4,CC(C)[C@H]1COC2C3(C)C4=N(->[Rh+3](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-N=21)<-N1=C3OC[C@@H]1C(C)C)[C@@H](C(C)C)CO4,CC(C)C1COC2C3(C)C4=N(->[Rh+3](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-N=21)<-N1=C3OCC1C(C)C)C(C(C)C)CO4,[Rh+3]12(Cl)(Cl)(Cl)<-N3=C(C(C([H])([H])[H])(C4=N->1C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])C([H])([H])O4)C1=N->2C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])C([H])([H])O1)OC([H])([H])C3(C(C([H])([H])[H])(C([H])([H])[H])[H])[H]
OGOMAA,0,[F-]->[Pt+2]1(<-[O-]c2ccccc2P->1(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)<-n1ccccc1,[F-]->[Pt@+2]1(<-[O-]c2ccccc2P->1([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)<-n1ccccc1,[F-]->[Pt+2]1(<-[O-]c2ccccc2P->1(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)<-n1ccccc1,[Pt+2]1(<-P(c2c(O1)c([H])c([H])c([H])c2[H])(C12C([H])([H])C3([H])C([H])([H])C([H])(C([H])([H])C([H])(C3([H])[H])C1([H])[H])C2([H])[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C([H])([H])C([H])(C1([H])[H])C3([H])[H])C2([H])[H])(F)<-n1c([H])c([H])c([H])c([H])c1[H]
OGOMEE,0,Fc1cc[c-](->[Pt+2]2(<-[O-]c3ccccc3P->2(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)<-n2ccccc2)cc1,Fc1cc[c-](->[Pt@TB16+2]2(<-[O-]c3ccccc3P->2([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)<-n2ccccc2)cc1,Fc1cc[c-](->[Pt+2]2(<-[O-]c3ccccc3P->2(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)<-n2ccccc2)cc1,[Pt+2]1(<-P(C23C([H])([H])C4([H])C([H])([H])C([H])(C([H])([H])C([H])(C2([H])[H])C4([H])[H])C3([H])[H])(C23C([H])([H])C4([H])C([H])([H])C([H])(C([H])([H])C([H])(C4([H])[H])C2([H])[H])C3([H])[H])c2c(O1)c([H])c([H])c([H])c2[H])(<-n1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c(F)c([H])c1[H]
OGOMIH,0,CC(C)c1ccc(-n2cc3-c4ccccn4->[Pd+2](<-[Cl-])(<-[Cl-])<-n3n2)cc1,CC(C)c1ccc(-n2cc3-c4ccccn4->[Pd+2](<-[Cl-])(<-[Cl-])<-n3n2)cc1,CC(C)c1ccc(-n2cc3-c4ccccn4->[Pd+2](<-[Cl-])(<-[Cl-])<-n3n2)cc1,[Pd+2]1(<-n2c([H])c([H])c([H])c([H])c2-c2n->1nn(-c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])c2[H])(Cl)Cl
OGOMOM,1,CCCCP(CCCC)(CCCC)->[Ir+]123(<-[C]4N(C)C=CN4C)<-C4=C->1CCC->2=C->3CC4,CCCCP(CCCC)(CCCC)->[Ir+]123(<-[C]4N(C)C=CN4C)<-C4=C->1/CC/C->2=C->3\CC\4,CCCCP(CCCC)(CCCC)->[Ir+]123(<-[C]4N(C)C=CN4C)<-C4=C->1CCC->2=C->3CC4,[Ir+]123(<-P(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H])<-C1N(C([H])([H])[H])C([H])=C([H])N1C([H])([H])[H]
OGOMUT,0,[Cl-]->[Pt+2]1(<-[Cl-])<-n2ccccc2-c2cn(-c3ccccc3)nn->12,[Cl-]->[Pt+2]1(<-[Cl-])<-n2ccccc2-c2cn(-c3ccccc3)nn->12,[Cl-]->[Pt+2]1(<-[Cl-])<-n2ccccc2-c2cn(-c3ccccc3)nn->12,[Pt+2]1(<-n2c([H])c([H])c([H])c([H])c2-c2n->1nn(-c1c([H])c([H])c([H])c([H])c1[H])c2[H])(Cl)Cl
OGONOP,1,Cc1ccc(NC2=N(c3ccc(C)cc3)->[Ru+2]34567(<-c8c->3c->4(C(C)C)c->5c->6c->78C)(<-n3cc[nH]c3C)<-[N-]2c2ccc(C)cc2)cc1,Cc1ccc(N/C2=N(\c3ccc(C)cc3)->[Ru+2]34567(<-c8c->3c->4(C(C)C)c->5c->6c->78C)(<-n3cc[nH]c3C)<-[N-]2c2ccc(C)cc2)cc1,Cc1ccc(NC2=N(c3ccc(C)cc3)->[Ru+2]34567(<-c8c->3c->4(C(C)C)c->5c->6c->78C)(<-n3cc[nH]c3C)<-[N-]2c2ccc(C)cc2)cc1,[Ru+2]123456(N(c7c([H])c([H])c(C([H])([H])[H])c([H])c7[H])C(=N->1c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])N([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])(<-n1c(C([H])([H])[H])n([H])c([H])c1[H])<-c1(C([H])(C([H])([H])[H])C([H])([H])[H])c->2([H])c->3([H])c->4(C([H])([H])[H])c->5([H])c->61[H]
OGONUT,0,CS(C)->[Pd+2](<-[Cl-])(<-[Cl-])<-S(C)C,CS(C)->[Pd+2](<-[Cl-])(<-[Cl-])<-S(C)C,CS(C)->[Pd+2](<-[Cl-])(<-[Cl-])<-S(C)C,[Pd+2](Cl)(<-S(C([H])([H])[H])C([H])([H])[H])(Cl)<-S(C([H])([H])[H])C([H])([H])[H]
OGOPEH,0,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-N(=C(Nc1ccccc1Cl)[N-]->7c1ccccc1Cl)c1ccccc1Cl,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-N(=C(/Nc1ccccc1Cl)[N-]->7c1ccccc1Cl)/c1ccccc1Cl,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-N(=C(Nc1ccccc1Cl)[N-]->7c1ccccc1Cl)c1ccccc1Cl,[Ru+2]123456(Cl)(N(C(=N->1c1c(Cl)c([H])c([H])c([H])c1[H])N([H])c1c(Cl)c([H])c([H])c([H])c1[H])c1c(Cl)c([H])c([H])c([H])c1[H])<-c1(C([H])([H])[H])c->2([H])c->3([H])c->4(C([H])(C([H])([H])[H])C([H])([H])[H])c->5([H])c->61[H]
OGOTIP,1,CCCCCCN1c2ccccc2N2Cc3cccc4CN5c6ccccc6N(CCCCCC)[C]5->[Pd+2](<-[Cl-])(<-[C]12)<-n34,CCCCCCN1c2ccccc2N2Cc3cccc4CN5c6ccccc6N(CCCCCC)[C]5->[Pd@TB6+2](<-[Cl-])(<-[C]12)<-n34,CCCCCCN1c2ccccc2N2Cc3cccc4CN5c6ccccc6N(CCCCCC)[C]5->[Pd+2](<-[Cl-])(<-[C]12)<-n34,[Pd+2]12(Cl)<-n3c(C(N4C->1N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c14)([H])[H])c([H])c([H])c([H])c3C(N1c3c([H])c([H])c([H])c([H])c3N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C->21)([H])[H]
OGOVAH,0,COc1ccc(N2=Cc3ccccn3->[Pd+2]<-2(<-[CH3-])<-[O-]C(=O)C(F)(F)F)cc1,COc1ccc(/N2=C/c3ccccn3->[Pd@@+2]<-2(<-[CH3-])<-[O-]C(=O)C(F)(F)F)cc1,COc1ccc(N2=Cc3ccccn3->[Pd+2]<-2(<-[CH3-])<-[O-]C(=O)C(F)(F)F)cc1,O(C(=O)C(F)(F)F)[Pd+2]1(<-n2c([H])c([H])c([H])c([H])c2C(=N->1c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])[H])C([H])([H])[H]
OGOYOY,0,S=P(c1ccccc1)(c1ccccc1)c1ccccc1NP(->[Au+]<-[Cl-])(c1ccccc1)c1ccccc1,S=P(c1ccccc1)(c1ccccc1)c1ccccc1NP(->[Au+]<-[Cl-])(c1ccccc1)c1ccccc1,S=P(c1ccccc1)(c1ccccc1)c1ccccc1NP(->[Au+]<-[Cl-])(c1ccccc1)c1ccccc1,[Au+](Cl)<-P(N([H])c1c(P(=S)(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
OGUBOH,1,CC#N->[Co+3]12345(<-[c-]6c(CN(C)C)cccc6CN->1(C)C)<-c1c->2c->3[cH-]->4c->51,CC#N->[Co+3]12345(<-[c-]6c(CN(C)C)cccc6CN->1(C)C)<-c1c->2c->3[cH-]->4c->51,CC#N->[Co+3]12345(<-[c-]6c(CN(C)C)cccc6CN->1(C)C)<-c1c->2c->3[cH-]->4c->51,[Co+3]12345(<-N(C([H])([H])[H])(C([H])([H])[H])C(c6c([H])c([H])c([H])c(C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])c61)([H])[H])(<-C1([H])=C->2([H])C3([H])C->4([H])=C->51[H])<-N#CC([H])([H])[H]
OGUXUJ,0,C[C-](=O)->[Rh+3]1(<-[I-])(<-[I-])<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C[C-](=O)->[Rh+3]1(<-[I-])(<-[I-])<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C[C-](=O)->[Rh+3]1(<-[I-])(<-[I-])<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[Rh+3]1(I)(I)(<-P(C([H])([H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)C([H])([H])[H]
OGUYIY,0,CC#N->[Rh+3]1(<-[I-])(<-[I-])(<-O=P(CP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)<-[C-](C)=O,CC#N->[Rh+3]1(<-[I-])(<-[I-])(<-O=P(CP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)<-[C-](C)=O,CC#N->[Rh+3]1(<-[I-])(<-[I-])(<-O=P(CP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)<-[C-](C)=O,[Rh+3]1(<-N#CC([H])([H])[H])(I)(I)(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C(P(=O->1)(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])C(=O)C([H])([H])[H]
OHABOP,0,Cn1cnc2c(=O)[n-](->[Pt+2]3(<-[c-]4ccccc4CN->3(C)C)<-P(c3ccccc3)(c3ccccc3)c3ccccc3)cnc21,Cn1cnc2c(=O)[n-](->[Pt@@+2]3(<-[c-]4ccccc4CN->3(C)C)<-P(c3ccccc3)(c3ccccc3)c3ccccc3)cnc21,Cn1cnc2c(=O)[n-](->[Pt+2]3(<-[c-]4ccccc4CN->3(C)C)<-P(c3ccccc3)(c3ccccc3)c3ccccc3)cnc21,[Pt+2]1(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])(n2c([H])nc3c(c2=O)nc([H])n3C([H])([H])[H])<-N(C(c2c1c([H])c([H])c([H])c2[H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
OHABUV,1,Cn1cn(->[Pt+2]2(<-[c-]3ccccc3CN->2(C)C)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)c2c(=O)[nH]cnc21,Cn1cn(->[Pt@@+2]2(<-[c-]3ccccc3CN->2(C)C)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)c2c(=O)[nH]cnc21,Cn1cn(->[Pt+2]2(<-[c-]3ccccc3CN->2(C)C)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)c2c(=O)[nH]cnc21,[Pt+2]1(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])(<-n2c3c(nc([H])n([H])c3=O)n(C([H])([H])[H])c2[H])<-N(C(c2c1c([H])c([H])c([H])c2[H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
OHAJEM,1,Cc1cc(C)n2->[Rh+]345(<-C6=C->3CCC->4=C->5CC6)<-P(CCn12)(c1ccccc1)c1ccccc1,Cc1cc(C)n2->[Rh+]345(<-C6=C->3/CC/C->4=C->5\CC\6)<-P(CCn12)(c1ccccc1)c1ccccc1,Cc1cc(C)n2->[Rh+]345(<-C6=C->3CCC->4=C->5CC6)<-P(CCn12)(c1ccccc1)c1ccccc1,C1([H])([H])C2([H])->[Rh+]345(<-C([H])(=C->3([H])C([H])([H])C([H])([H])C->4=2[H])C1([H])[H])<-n1c(C([H])([H])[H])c([H])c(C([H])([H])[H])n1C([H])([H])C([H])([H])P->5(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
OHAJOW,1,CCN1CCn2c(C)cc(C)n2->[Rh+]<-1234<-C1=C->2CCC->3=C->4CC1,CCN1CCn2c(C)cc(C)n2->[Rh+]<-1234<-C1=C->2/CC/C->3=C->4\CC\1,CCN1CCn2c(C)cc(C)n2->[Rh+]<-1234<-C1=C->2CCC->3=C->4CC1,c1(C([H])([H])[H])c([H])c(C([H])([H])[H])n2->[Rh+]345(<-C6([H])=C->3([H])C([H])([H])C([H])([H])C->4([H])=C->5([H])C([H])([H])C6([H])[H])<-N(C(C([H])([H])n12)([H])[H])(C([H])([H])C([H])([H])[H])[H]
OHAKUD,0,[Cl-]->[Pd+2]12<-[O-]c3ccccc3CN->1(Cc1c[nH]c3ccccc13)Cc1ccccn->21,[Cl-]->[Pd@OH1+2]12<-[O-]c3ccccc3CN->1(Cc1c[nH]c3ccccc13)Cc1ccccn->21,[Cl-]->[Pd+2]12<-[O-]c3ccccc3CN->1(Cc1c[nH]c3ccccc13)Cc1ccccn->21,[Pd+2]12(Cl)Oc3c(C(N->1(C(c1n->2c([H])c([H])c([H])c1[H])([H])[H])C(c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)([H])[H])([H])[H])c([H])c([H])c([H])c3[H]
OHALAK,0,[Cl-]->[Pd+2]12<-[O-]c3ccccc3CN->1(CCc1ccccn->21)Cc1c[nH]c2ccccc12,[Cl-]->[Pd@TB10+2]12<-[O-]c3ccccc3CN->1(CCc1ccccn->21)Cc1c[nH]c2ccccc12,[Cl-]->[Pd+2]12<-[O-]c3ccccc3CN->1(CCc1ccccn->21)Cc1c[nH]c2ccccc12,[Pd+2]12(Cl)Oc3c(C(N->1(C(c1c([H])n([H])c4c1c([H])c([H])c([H])c4[H])([H])[H])C(C(c1n->2c([H])c([H])c([H])c1[H])([H])[H])([H])[H])([H])[H])c([H])c([H])c([H])c3[H]
OHALEO,0,CN1(C)CCN2(Cc3ccccc3[O-]->[Pd+2]<-1<-2<-[Cl-])Cc1c[nH]c2ccccc12,CN1(C)CCN2(Cc3ccccc3[O-]->[Pd@OH20+2]<-1<-2<-[Cl-])Cc1c[nH]c2ccccc12,CN1(C)CCN2(Cc3ccccc3[O-]->[Pd+2]<-1<-2<-[Cl-])Cc1c[nH]c2ccccc12,[Pd+2]12(Cl)Oc3c(C(N->1(C(C(N->2(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C(c1c([H])n([H])c2c1c([H])c([H])c([H])c2[H])([H])[H])([H])[H])c([H])c([H])c([H])c3[H]
OHAQIY,0,CC(C)P1(CCN->[Ru+2]<-12(<-[Cl-])(<-[Cl-])<-NCCP->2(C(C)C)C(C)C)C(C)C,CC(C)P1(CCN->[Ru+2]<-12(<-[Cl-])(<-[Cl-])<-NCCP->2(C(C)C)C(C)C)C(C)C,CC(C)P1(CCN->[Ru+2]<-12(<-[Cl-])(<-[Cl-])<-NCCP->2(C(C)C)C(C)C)C(C)C,[Ru+2]12(Cl)(Cl)(<-P(C([H])([H])C(N->1([H])[H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])<-P(C([H])([H])C(N->2([H])[H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
OHAREV,0,Cc1cc(C)c(N2CCCN(c3c(C)cc(C)cc3C)[C]2->[Cu+]<-[Cl-])c(C)c1,Cc1cc(C)c(N2CCCN(c3c(C)cc(C)cc3C)[C]2->[Cu+]<-[Cl-])c(C)c1,Cc1cc(C)c(N2CCCN(c3c(C)cc(C)cc3C)[C]2->[Cu+]<-[Cl-])c(C)c1,[Cu+](Cl)<-C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
OHEDOU,0,COc1ccc(OC)c(-c2cccc3CN45Cc6ccccn6->[Fe+2]<-4(<-[Cl-])(<-[Cl-])(<-n4ccccc4C5)<-n32)c1,COc1ccc(OC)c(-c2cccc3CN45Cc6ccccn6->[Fe+2]<-4(<-[Cl-])(<-[Cl-])(<-n4ccccc4C5)<-n32)c1,COc1ccc(OC)c(-c2cccc3CN45Cc6ccccn6->[Fe+2]<-4(<-[Cl-])(<-[Cl-])(<-n4ccccc4C5)<-n32)c1,[Fe+2]123(Cl)(Cl)<-n4c(C(N->1(C(c1n->2c([H])c([H])c([H])c1[H])([H])[H])C(c1n->3c([H])c([H])c([H])c1[H])([H])[H])([H])[H])c([H])c([H])c([H])c4-c1c(OC([H])([H])[H])c([H])c([H])c(OC([H])([H])[H])c1[H]
OHEDOW,0,CC(=O)[O-]->[Pd+2](<-[O-]C(C)=O)(<-N(C(C)C)C(C)C)<-N(C(C)C)C(C)C,CC(=O)[O-]->[Pd+2](<-[O-]C(C)=O)(<-N(C(C)C)C(C)C)<-N(C(C)C)C(C)C,CC(=O)[O-]->[Pd+2](<-[O-]C(C)=O)(<-N(C(C)C)C(C)C)<-N(C(C)C)C(C)C,[Pd+2](<-N(C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])[H])(OC(C([H])([H])[H])=O)(<-N(C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])[H])OC(C([H])([H])[H])=O
OHEFEN,0,CC(C)(C)CN1N=CN(Cc2ccccc2)[C]1->[Rh+]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4,CC(C)(C)CN1N=CN(Cc2ccccc2)[C]1->[Rh+]123(<-[Cl-])<-C4=C->1/CC/C->2=C->3\CC\4,CC(C)(C)CN1N=CN(Cc2ccccc2)[C]1->[Rh+]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4,[Rh+]123(Cl)(<-C4N(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N=C([H])N4C([H])([H])c4c([H])c([H])c([H])c([H])c4[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
OHEHEP,0,CN(C)C(N(C)C)=N1c2cccc3cccc(N(=C(N(C)C)N(C)C)->[Zn+2]<-1(<-[Cl-])<-[Cl-])c23,CN(C)C(N(C)C)=N1c2cccc3cccc(N(=C(N(C)C)N(C)C)->[Zn+2]<-1(<-[Cl-])<-[Cl-])c23,CN(C)C(N(C)C)=N1c2cccc3cccc(N(=C(N(C)C)N(C)C)->[Zn+2]<-1(<-[Cl-])<-[Cl-])c23,[Zn+2]1(Cl)(Cl)<-N(c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(N->1=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])c23)=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H]
OHEHIT,0,C[CH2-]->[Zn+2]1(<-[CH2-]C)<-N(=C(N(C)C)N(C)C)c2ccccc2N->1=C(N(C)C)N(C)C,C[CH2-]->[Zn+2]1(<-[CH2-]C)<-N(=C(N(C)C)N(C)C)c2ccccc2N->1=C(N(C)C)N(C)C,C[CH2-]->[Zn+2]1(<-[CH2-]C)<-N(=C(N(C)C)N(C)C)c2ccccc2N->1=C(N(C)C)N(C)C,[Zn+2]1(<-N(c2c([H])c([H])c([H])c([H])c2N->1=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
OHEHOZ,0,C[CH2-]->[Zn+2]1(<-[CH2-]C)<-N(=C(N(C)C)N(C)C)c2cccc3cccc(N->1=C(N(C)C)N(C)C)c23,C[CH2-]->[Zn+2]1(<-[CH2-]C)<-N(=C(N(C)C)N(C)C)c2cccc3cccc(N->1=C(N(C)C)N(C)C)c23,C[CH2-]->[Zn+2]1(<-[CH2-]C)<-N(=C(N(C)C)N(C)C)c2cccc3cccc(N->1=C(N(C)C)N(C)C)c23,[Zn+2]1(<-N(c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(N->1=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])c23)=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
OHEJUH,0,Clc1ccc2sc([S-]->[Au+]<-P(c3ccccc3)(c3ccccc3)c3ccccc3)nc2c1,Clc1ccc2sc([S-]->[Au+]<-P(c3ccccc3)(c3ccccc3)c3ccccc3)nc2c1,Clc1ccc2sc([S-]->[Au+]<-P(c3ccccc3)(c3ccccc3)c3ccccc3)nc2c1,[Au+](<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])Sc1sc2c(n1)c([H])c(Cl)c([H])c2[H]
