IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
OQUBAF,CC(C)(C)P1(/C=C2/C=CC=C3CP(C(C)(C)C)(C(C)(C)C)->[Mn@TB5+]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[N-]32)C(C)(C)C,C25 H42 Mn1 N1 O2 P2,0.0,CC(C)(C)P1(Cc2cccc3C=[PH](C(C)(C)C)(C(C)(C)C)->[Mn]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-n32)C(C)(C)C,CC(C)(C)P1(C=C2C=CC=C3CP(C(C)(C)C)(C(C)(C)C)->[Mn+]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[N-]23)C(C)(C)C,CC(C)(C)P1(C=C2C=CC=C3CP(C(C)(C)C)(C(C)(C)C)->[Mn+]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[N-]23)C(C)(C)C
ORECEU,,C24 H34 Co1 N5 O4 S4,0.0,CCSC1C(SCC)=N(O)->[Co+]2(<-[CH2-]c3ccccc3)(<-N=1[O])(<-N([O])=C(SCC)C(SCC)=N->2O)<-n1ccccc1,CCSC1=C(SCC)[N-](O)->[Co+3]2(<-[CH2-]c3ccccc3)(<-N1=O)(<-N(=O)C(SCC)=C(SCC)[N-]->2O)<-n1ccccc1,CCSC1=C(SCC)[N-](O)->[Co+3]2(<-[CH2-]c3ccccc3)(<-N1=O)(<-N(=O)C(SCC)=C(SCC)[N-]->2O)<-n1ccccc1
ORIWOD,O=C1c2cccc3C(=O)[N-]4c5cccc6cccn(->[Ni@TB17+2]<-47(<-n23)<-n2cccc3cccc([N-]->71)c32)c56,C25 H15 N5 Ni1 O2,0.0,O=C1c2cccc3C(=O)[N-]4c5cccc6cccn(->[Ni+2]<-4(<-n23)<-[N-]1c1cccc2cccnc12)c56,O=C1c2cccc3C(=O)[N-]4c5cccc6cccn(->[Ni+2]<-4(<-n23)<-[N-]1c1cccc2cccnc12)c56,O=C1c2cccc3C(=O)[N-]4c5cccc6cccn(->[Ni+2]<-47(<-n23)<-n2cccc3cccc([N-]->71)c32)c56
ORUBEJ,CCN1N=CN(CC(=O)NC(C)(C)C)[C]1->[Ag+]<-[C]1N(CC(=O)NC(C)(C)C)C=NN1CC,C20 H36 Ag1 N8 O2 1+,1.0,CCN1N=CN(CC(=O)NC(C)(C)C)[C]1->[Ag+]<-[C]1N(CC(=O)NC(C)(C)C)C=NN1CC,CCN1N=CN(CC(=O)NC(C)(C)C)[C]1->[Ag+]<-[C]1N(CC(=O)NC(C)(C)C)C=NN1CC,CCN1N=CN(CC(=O)NC(C)(C)C)[C]1->[Ag+]1<-O=C(CN2C=NN(CC)[C]->12)NC(C)(C)C
OSAPOP,,C22 H24 Cl1 Hg1 N3 O7,0.0,CC(=O)[CH2-]->[Hg+3]1234(<-[O-][Cl+3]([O-])([O-])[O-])<-n5ccccc5CO->1Cc1cccc(CO->2Cc2ccccn->32)n->41,CC(=O)[CH2-]->[Hg+8]<-n1ccccc1COCc1cccc(COCc2ccccn2)n1.[O-2].[O-2].[O-2].[O-]Cl,CC(=O)[CH2-]->[Hg+8].[O-2].[O-2].[O-2].[O-]Cl.c1ccc(COCc2cccc(COCc3ccccn3)n2)nc1
OSIDIF,CCC[O-]->[V+5]12(<-[O-2])(<-[O-]/C(=N\N->1=C\c1cccc(OC)c1[O-]->2)c1ccccc1)<-OCCC,C21 H27 N2 O6 V1,0.0,CCC[O-]->[V+5]12(<-[O-2])(<-[O-]C(=NN->1=Cc1cccc(OC)c1[O-]->2)c1ccccc1)<-OCCC,CCC[O-]->[V+5]12(<-[O-2])(<-[O-]C(=NN->1=Cc1cccc(OC)c1[O-]->2)c1ccccc1)<-OCCC,CCCO.CCC[O-]->[V+5]12(<-[O-2])<-[O-]C(c3ccccc3)=NN->1=Cc1cccc(OC)c1[O-]->2
OSUCEL,C[Si](C)=C12->[Zr+4]3456789(<-[Br-])(<-[Br-])(<-C(=C->31)C->4=C->52)<-c1c->6c->7[c-]->8([Si](C)(C)[O-])c->91,C14 H20 Br2 O1 Si2 Zr1,0.0,C[Si]1(C)O[Si](C)(C)c23->[Zr+4]456789%10(<-[Br-])(<-[Br-])(<-c(c->4[cH-]->52)c->63)<-c2c->7c->81c->9[cH-]->%102,C[Si]1(C)O[Si](C)(C)[c-]23->[Zr+4]456789%10(<-[Br-])(<-[Br-])(<-c%11c->4c->5[c-]->61c->7%11)<-c(c->8c->92)c->%103,C[Si]1(C)O2[Si](C)(C)[c-]34->[Zr+4]<-256789%10%11(<-[Br-])(<-[Br-])(<-c2c->5c->6[c-]->71c->82)<-c(c->9c->%103)c->%114
OTIYOH,C1CC2=C(C1)SC(=C1SC3=S->[Pd@SP1+2]4(<-S=C3S1)<-[S-]C1=C([S-]->4)SC(=C3SC4=C(CCC4)S3)S1)S2,C18 H12 Pd1 S12,0.0,C1CC2=C(C1)SC(=C1SC3[S-]->[Pd+4]4(<-[S-]C=3S1)<-[S-]C1=C([S-]->4)SC(=C3SC4=C(CCC4)S3)S1)S2,C1CC2=C(C1)SC(=C1SC3=S->[Pd]4(<-S=C3S1)<-S=C1SC(=C3SC5=C(CCC5)S3)SC1=S->4)S2,C1CC2=C(C1)SC(=C1SC3=S->[Pd]4(<-S=C3S1)<-S=C1SC(=C3SC5=C(CCC5)S3)SC1=S->4)S2
OTULUL,C[n+]1nn(-c2ccccc2)[c-](->[Pd+2](<-[Cl-])(<-[Cl-])<-[c-]2c(-c3ccccc3)[n+](C)nn2-c2ccccc2)c1-c1ccccc1,C30 H26 Cl2 N6 Pd1,0.0,Cn1n[n+](-c2ccccc2)[c](->[Pd](<-[Cl-])(<-[Cl-])<-[c]2c(-c3ccccc3)[n+](C)nn2-c2ccccc2)c1-c1ccccc1,C[n+]1nn(-c2ccccc2)[c-](->[Pd+2](<-[Cl-])(<-[Cl-])<-[c-]2c(-c3ccccc3)[n+](C)nn2-c2ccccc2)c1-c1ccccc1,C[n+]1nn(-c2ccccc2)[c-](->[Pd+2](<-[Cl-])(<-[Cl-])<-[c-]2c(-c3ccccc3)[n+](C)nn2-c2ccccc2)c1-c1ccccc1
OVANIJ,CC1=O->[Zn@TB9+2]23(<-[O-]1)<-n1c(-c4ccccc4)nc(C)n1[BH-](n1c(C)nc(-c4ccccc4)n->21)n1c(C)nc(-c2ccccc2)n->31,C29 H28 B1 N9 O2 Zn1,0.0,CC(=O)[O-]->[Zn+2]12<-[n-]3c(-c4ccccc4)nc(C)[n+]3[BH-]([n+]3c(C)nc(-c4ccccc4)[n-]->13)[n+]1c(C)nc(-c3ccccc3)[n-]->21,CC(=O)[O-]->[Zn+2]12<-n3c(-c4ccccc4)nc(C)n3[BH-](n3c(C)nc(-c4ccccc4)n->13)n1c(C)nc(-c3ccccc3)n->21,Cc1nc(-c2ccccc2)n2->[Zn+2]345(<-O=C->3(C)[O-]->4)<-n3c(-c4ccccc4)nc(C)n3[BH-](n12)n1c(C)nc(-c2ccccc2)n->51
OVESAL,CCOC(=O)n1cc2CN3Cc4ccccn4->[Zn+2](<-[O-]S(=O)(=O)C(F)(F)F)(<-n4ccccc4C3)<-n2c1,C20 H21 F3 N5 O5 S1 Zn1 1+,1.0,CCOC(=O)n1cc2CN34Cc5ccccn5->[Zn+2]<-3(<-[O-]S(=O)(=O)C(F)(F)F)(<-n3ccccc3C4)<-n2c1,CCOC(=O)n1cc2CN34Cc5ccccn5->[Zn+2]<-3(<-[O-]S(=O)(=O)C(F)(F)F)(<-n3ccccc3C4)<-n2c1,CCOC(=O)n1cc2CN34Cc5ccccn5->[Zn+2]<-35(<-O=S(=O)([O-]->5)C(F)(F)F)(<-n3ccccc3C4)<-n2c1
OVILEL,CC(C)(C)N1=C2(c3ccccc3)[N-]3[Si](C)(C)N4=C5(c6ccccc6)[N-](C(C)(C)C)->[Ti+4]<-4<-1<-3<-5<-2(<-[CH3-])<-[CH3-],C26 H40 N4 Si1 Ti1,0.0,CC(C)(C)N1=C(c2ccccc2)[N-]2[Si](C)(C)[N-]3C(c4ccccc4)=N(C(C)(C)C)->[Ti+4]<-1<-2<-3(<-[CH3-])<-[CH3-],CC(C)(C)[N-]1C(c2ccccc2)=N2[Si](C)(C)N3=C(c4ccccc4)[N-](C(C)(C)C)->[Ti+4]<-2<-3<-1(<-[CH3-])<-[CH3-],CC(C)(C)[N-]1C2(c3ccccc3)=N3[Si](C)(C)N4=C5(c6ccccc6)[N-](C(C)(C)C)->[Ti+4]<-3<-4<-1<-2<-5(<-[CH3-])<-[CH3-]
OVURUU,Cc1ccccc1N1C(c2ccccc2)=C(c2ccccc2)N(c2ccccc2C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-n1ccccc1,C34 H29 Cl2 N3 Pd1,0.0,Cc1ccccc1N1C(c2ccccc2)=C(c2ccccc2)N(c2ccccc2C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-n1ccccc1,Cc1ccccc1N1C(c2ccccc2)=C(c2ccccc2)N(c2ccccc2C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-n1ccccc1,Cc1ccccc1N1C(c2ccccc2)=C(c2ccccc2)N(c2ccccc2C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-n1ccccc1
OWEJOR,Cc1cc(C)c(/N2=C/C=N(/c3c(C)cc(C)cc3C)->[Pd@OH18+2]<-23<-[CH2-]C(C)(C)c2ccccc2[O-]->3)c(C)c1,C30 H36 N2 O1 Pd1,0.0,Cc1cc(C)c(N2=CC=N(c3c(C)cc(C)cc3C)->[Pd+2]<-23<-[CH2-]C(C)(C)c2ccccc2[O-]->3)c(C)c1,Cc1cc(C)c(N2=CC=N(c3c(C)cc(C)cc3C)->[Pd+2]<-23<-[CH2-]C(C)(C)c2ccccc2[O-]->3)c(C)c1,Cc1cc(C)c(N2=CC=N(c3c(C)cc(C)cc3C)->[Pd+2]<-23<-[CH2-]C(C)(C)c2ccccc2[O-]->3)c(C)c1
OWEWEU,,C23 H25 Cl1 Ti1,0.0,CC12->[Ti+2]3456789%10%11%12(<-[Cl-])(<-c%13[cH-]->3c->4c->53ccccc->6%133)<-C3(C)=C->7(C)C->8(=C->91C)C->%10(=C->%113C)C->%12=2C,Cc12->[Ti+4]3456789%10%11%12(<-[Cl-])(<-c%13c->3c->43cccc[c-]->53c->6%13)<-c3(C)c->71c->8(c->9(C)[c-]->%103C)[c-]->%11(C)c->%122C,Cc1c(C)[c-]23->[Ti+4]456789%10%11(<-[Cl-])(<-c%12c->4c->54cccc[c-]->64c->7%12)<-c1(C)c->82[c-]->9(C)c->%10(C)c->%113C
OWONEU,,C11 H13 I1 N2 O3 Ru1,0.0,CN1C=CN2C(C)(C)[CH2-]->[Ru+2](<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C]12,Cn1cc[n+]2C(C)(C)[CH2-]->[Ru+2](<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[c-]12,Cn1cc[n+]2C(C)(C)[CH2-]->[Ru+2](<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[c-]12
OXAHAX,C[C@@]12P(=S->[Pd@OH20+2]3(<-[Cl-])<-[S-]P(=C(c4ccccc41)[C]->32)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C34 H27 Cl1 P2 Pd1 S2,0.0,CC12P(=S->[Pd+2]3(<-[Cl-])<-S=P(C(=[C-]->31)c1ccccc12)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CC12P(=S->[Pd+2]3(<-[Cl-])<-[S-]P(=C(c4ccccc41)[C]->32)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CC12P(=S->[Pd+2]3(<-[Cl-])<-[S-]P(=C(c4ccccc41)[C]->32)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
OXEWUK,CCC[CH2-]->[Ti+4]12345(<-[Cl-])(<-N(=C(/C)[N-]->1C(C)C)/C(C)C)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,C22 H41 Cl1 N2 Ti1,0.0,CCC[CH2-]->[Ti+4]12345(<-[Cl-])(<-N(=C(C)[N-]->1C(C)C)C(C)C)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,CCC[CH2-]->[Ti+4]12345(<-[Cl-])(<-N(=C(C)[N-]->1C(C)C)C(C)C)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,CCC[CH2-]->[Ti+4]12345(<-[Cl-])(<-N(=C(C)[N-]->1C(C)C)C(C)C)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C
OXIPIV,Cc1cc(C)n(-c2ccc(N3C=CN(C(C)(C)C)[C]3->[Ag+]<-[C]3N(c4ccc(-n5nc(C)cc5C)nn4)C=CN3C(C)(C)C)nn2)n1,C32 H40 Ag1 N12 1+,1.0,Cc1cc(C)n(-c2ccc(N3C=CN(C(C)(C)C)[C]3->[Ag+]<-[C]3N(c4ccc(-n5nc(C)cc5C)nn4)C=CN3C(C)(C)C)nn2)n1,Cc1cc(C)n(-c2ccc(N3C=CN(C(C)(C)C)[C]3->[Ag+]<-[C]3N(c4ccc(-n5nc(C)cc5C)nn4)C=CN3C(C)(C)C)nn2)n1,Cc1cc(C)n(-c2ccc3N4C=CN(C(C)(C)C)[C]4->[Ag+]4(<-[C]5N(c6ccc(-n7nc(C)cc7C)nn->46)C=CN5C(C)(C)C)<-n3n2)n1
OXORIE,COc1ccc([C@H]2CC(c3ccccc3)=NN2C(N)=S->[Cu@@+]2(<-[Cl-])<-S=C->2(N)N2N=C(c3ccccc3)C[C@H]2c2ccc(OC)cc2)cc1,C34 H34 Cl1 Cu1 N6 O2 S2,0.0,COc1ccc(C2CC(c3ccccc3)=NN2C(N)=S->[Cu+](<-[Cl-])<-S=C(N)N2N=C(c3ccccc3)CC2c2ccc(OC)cc2)cc1,COc1ccc(C2CC(c3ccccc3)=NN2C(N)=S->[Cu+](<-[Cl-])<-S=C(N)N2N=C(c3ccccc3)CC2c2ccc(OC)cc2)cc1,COc1ccc(C2CC(c3ccccc3)=NN2C(N)=S->[Cu+](<-[Cl-])<-S=C(N)N2N=C(c3ccccc3)CC2c2ccc(OC)cc2)cc1
OYAZEU,CN1C=CN2c3ccc(F)c[c-]3->[Ir+3]34(<-[C]12)(<-[C]1N(C)C=CN1c1ccc(F)c[c-]->31)<-n1ccccc1-c1ccn[n-]->41,C28 H22 F2 Ir1 N7,0.0,CN1C=CN2c3ccc(F)c[c-]3->[Ir+3]34(<-[C]12)(<-[C]1N(C)C=CN1c1ccc(F)c[c-]->31)<-n1ccccc1-c1ccn[n-]->41,CN1C=CN2c3ccc(F)c[c-]3->[Ir+3]34(<-[C]12)(<-[C]1N(C)C=CN1c1ccc(F)c[c-]->31)<-n1ccccc1-c1ccn[n-]->41,CN1C=CN2c3ccc(F)c[c-]3->[Ir+3]34(<-[C]12)(<-[C]1N(C)C=CN1c1ccc(F)c[c-]->31)<-n1ccccc1-c1ccn[n-]->41
OYUJAU,,C22 H32 Ir1 N2 S2 1+,1.0,CCN(CC)C1S[N-](Cc2ccccc2)->[Ir+3]2345(<-S=1)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,CCN(CC)C1=S->[Ir+3]2345(<-N(Cc6ccccc6)=[SH]1)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,CCN(CC)C1=S->[Ir+3]2345(<-N(Cc6ccccc6)=[SH]1)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C
OZEDII,,C17 H12 I2 Mo1 N4 O3,0.0,[O+]#[C-]->[Mo+2](<-[I-])(<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])(<-n1cc2ccccc2[nH]1)<-n1cc2ccccc2[nH]1,[O+]#[C-]->[Mo+2](<-[I-])(<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])(<-n1cc2ccccc2[nH]1)<-n1cc2ccccc2[nH]1,O=[C-]1[C-](=O)->[Mo+4]<-1(<-[I-])(<-[I-])(<-[C-]#[O+])(<-n1cc2ccccc2[nH]1)<-n1cc2ccccc2[nH]1
OZOJUJ,,C25 H33 B1 F3 N2 P1 Pd1,0.0,CN1(C)CCN(C)(C)->[Pd+2]<-1(<-[CH3-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1[B-](F)(F)F,CN1(C)CCN(C)(C)->[Pd+2]<-1(<-[CH3-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1[B-](F)(F)F,CN1(C)CCN(C)(C)->[Pd+2]<-1(<-[CH3-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1[B-](F)(F)F
PABWAQ,N/C1=N/N(=C2CCCC2)->[Hg+2](<-[S-]1)<-[c-]1ccccc1,C12 H15 Hg1 N3 S1,0.0,NC1=NN(=C2CCCC2)->[Hg+2](<-[S-]1)<-[c-]1ccccc1,NC(=NN=C1CCCC1)[S-]->[Hg+2]<-[c-]1ccccc1,NC(=NN=C1CCCC1)[S-]->[Hg+2]<-[c-]1ccccc1
PACHEJ,c1ccc2c(c1)CS1->[Cu+]3<-n4c(cccc4COc4ccccc4CS->3C2)COc2ccccc2C1,C29 H27 Cu1 N1 O2 S2 1+,1.0,c1ccc2c(c1)CS1->[Cu+]345<-n6c(cccc6CO->3c3ccccc3CS->4C2)CO->5c2ccccc2C1,c1ccc2c(c1)CS1->[Cu+]3<-n4c(cccc4COc4ccccc4CS->3C2)COc2ccccc2C1,c1ccc2c(c1)CS1->[Cu+]345<-n6c(cccc6CO->3c3ccccc3CS->4C2)CO->5c2ccccc2C1
PADSUK,CC(C)O1C2=C[CH-]C=CC2=[CH-]->[Ru+4]<-1(<-[Cl-])(<-[Cl-])<-[C]1N2C(=C3OC[C@]4(CCCCCC4)N31)OC[C@]21CCCCCC1,C29 H40 Cl2 N2 O3 Ru1,0.0,CC(C)O1c2ccccc2[CH-2]->[Ru+4]<-1(<-[Cl-])(<-[Cl-])<-[C]1N2C(=C3OCC4(CCCCCC4)N31)OCC21CCCCCC1,CC(C)O1c2ccccc2[CH]->[Ru+2]<-1(<-[Cl-])(<-[Cl-])<-[C]1N2C(=C3OCC4(CCCCCC4)N31)OCC21CCCCCC1,CC(C)O1c2ccccc2[CH]->[Ru+2]<-1(<-[Cl-])(<-[Cl-])<-[C]1N2C(=C3OCC4(CCCCCC4)N31)OCC21CCCCCC1
PAFZUR,,C24 H35 Cu1 N2 O3 S1 Si1,0.0,CC(C)(C)O[Si](OC(C)(C)C)(OC(C)(C)C)[S-]->[Cu+]1<-n2cccc3ccc4cccn->1c4c32,CC(C)(C)O[Si](OC(C)(C)C)(OC(C)(C)C)[S-]->[Cu+]1<-n2cccc3ccc4cccn->1c4c32,CC(C)(C)O[Si](OC(C)(C)C)(OC(C)(C)C)[S-]->[Cu+]1<-n2cccc3ccc4cccn->1c4c32
PAGPAQ,,C17 H27 Co1 I1 N1 O2 S1,0.0,CCOC(=O)[CH-]1S[C](N(C)C)->[Co+3]<-12345(<-[I-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,CCOC(=O)C1=S=[C-](N(C)C)->[Co+3]<-12345(<-[I-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,CCOC(=O)C1=S=[C-](N(C)C)->[Co+3]<-12345(<-[I-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C
PAJCAE,C[Si](C)(C)P(/C=[C-](/c1ccccc1)->[Zr+4]12345678(<-[Cl-])(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->6[cH-]->7c->81)[Si](C)(C)C,C24 H34 Cl1 P1 Si2 Zr1,0.0,C[Si](C)(C)P1(C=[C-](c2ccccc2)->[Zr+4]<-123456789(<-[Cl-])(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91)[Si](C)(C)C,C[Si](C)(C)P1(C=[C-](c2ccccc2)->[Zr+4]<-123456789(<-[Cl-])(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91)[Si](C)(C)C,C[Si](C)(C)P1(C=[C-](c2ccccc2)->[Zr+4]<-123456789(<-[Cl-])(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91)[Si](C)(C)C
PAKHIT,CC(C)(C)CC(C)(C)c1ccc2[O-]->[Ti+4](<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]c3ccc(C(C)(C)CC(C)(C)C)cc3Sc2c1,C28 H40 Cl3 O2 S1 Ti1 1-,-1.0,CC(C)(C)CC(C)(C)c1ccc2[O-]->[Ti+4]3(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]c4ccc(C(C)(C)CC(C)(C)C)cc4S->3c2c1,CC(C)(C)CC(C)(C)c1ccc2[O-]->[Ti+4]3(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]c4ccc(C(C)(C)CC(C)(C)C)cc4S->3c2c1,CC(C)(C)CC(C)(C)c1ccc2[O-]->[Ti+4]3(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]c4ccc(C(C)(C)CC(C)(C)C)cc4S->3c2c1
PAKVUU,Cc1cc(C)n2->[Y+3]34567(<-c8c->3c->4[cH-]->5c->68)(<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->71)<-[N-](C(=S)C#Cc1ccccc1)c1ccccc1,C35 H37 B1 N7 S1 Y1,0.0,fail,Cc1cc(C)n2->[Y+3]345678(<-S=C(C#Cc9ccccc9)[N-]->3c3ccccc3)(<-c3c->4c->5[cH-]->6c->73)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->81,Cc1cc(C)n2->[Y+3]34(<-S=C(C#Cc5ccccc5)[N-]->3c3ccccc3)(<-c3ccc[cH-]3)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41
PALDEN,Clc1[cH-][cH+]cc2c1/C1=C(\c3ccccc3)c3ccc4[n-]3->[Ni@SP1+2]35<-N1=C2C(=C1[CH+][CH+][CH+][CH-][CH-]1)c1ccc([n-]->31)C(=C1[CH+][CH-][CH+][CH+][CH-]1)c1ccc([n-]->51)C4=C1[CH+][CH-][CH-][CH+][CH-]1,C48 H29 Cl1 N4 Ni1,0.0,Clc1cccc2c1-c1c(-c3ccccc3)c3ccc4c(-c5ccccc5)c5n6->[Ni+2]7(<-n1c-2c(-c1ccccc1)c1ccc(c(-c2ccccc2)c6C=C5)[n-]->71)<-[n-]43,Clc1cccc2c1c1c(-c3ccccc3)c3n4->[Ni+2]56<-n7c(c(-c8ccccc8)c8ccc(c(-c9ccccc9)c4C=C3)[n-]->58)C=Cc7c(-c3ccccc3)c2[n-]->61,Clc1cccc2c1c1c(-c3ccccc3)c3n4->[Ni+2]56<-n7c(c(-c8ccccc8)c8ccc(c(-c9ccccc9)c4C=C3)[n-]->58)C=Cc7c(-c3ccccc3)c2[n-]->61
PAMGUG,Cn1ccn2[BH-](Cl)n3ccn(C)c3=S->[Ta+5]3456(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-S=c12)<-c1c->3c->4[cH-]->5c->61,C13 H16 B1 Cl4 N4 S2 Ta1,0.0,Cn1ccn2[BH-](Cl)n3ccn(C)c3=S->[Ta+5]3456(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-S=c12)<-c1c->3c->4[cH-]->5c->61,Cn1ccn2[BH-](Cl)n3ccn(C)c3=S->[Ta+5]3456(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-S=c12)<-c1c->3c->4[cH-]->5c->61,Cn1ccn2[BH-](Cl)n3ccn(C)c3=S->[Ta+5]34(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-S=c12)<-c1ccc->3[cH-]->41
PANNID,Cc1ccc(C(C#N)=[C]->[Fe+2]23456(<-c7c->2c->3[cH-]->4c->57)<-P(CCP->6(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C41 H36 Fe1 N1 P2 1+,1.0,Cc1ccc(C(C#N)=[C-2]->[Fe+4]23456(<-c7c->2c->3[cH-]->4c->57)<-P(CCP->6(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(C#N)=[C]->[Fe+2]23456(<-c7c->2c->3[cH-]->4c->57)<-P(CCP->6(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(C#N)=[C]->[Fe+2]23456(<-c7c->2c->3[cH-]->4c->57)<-P(CCP->6(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1
PAQKUQ,,C19 H27 Cl1 N3 O1 P1 Ru1,0.0,CC(C)(C)P1(Nc2cccc3-c4ccccn4->[RuH+]<-1(<-[Cl-])(<-[C-]#[O+])<-n23)C(C)(C)C,CC(C)(C)P1(Nc2cccc3-c4ccccn4->[RuH+]<-1(<-[Cl-])(<-[C-]#[O+])<-n23)C(C)(C)C,CC(C)(C)P1(Nc2cccc3-c4ccccn4->[RuH+]<-1(<-[Cl-])(<-[C-]#[O+])<-n23)C(C)(C)C
PAQZAL,Cc1cccc(C)c1[N+]#[C-]->[Pd+2](<-[I-])(<-[I-])<-[C](NNC(=O)c1ccccc1-n1cccc1)Nc1c(C)cccc1C,C29 H29 I2 N5 O1 Pd1,0.0,Cc1cccc(C)c1[N+]#[C-]->[Pd+2](<-[I-])(<-[I-])<-[C](NNC(=O)c1ccccc1-n1cccc1)Nc1c(C)cccc1C,Cc1cccc(C)c1[N+]#[C-]->[Pd+2](<-[I-])(<-[I-])<-[C](NNC(=O)c1ccccc1-n1cccc1)Nc1c(C)cccc1C,Cc1cccc(C)c1[N+]#[C-]->[Pd+2](<-[I-])(<-[I-])<-[C](NNC(=O)c1ccccc1-n1cccc1)Nc1c(C)cccc1C
PASPEE,COP(OC)(OC)->[Fe+2]123(<-[C-]#[O+])(<-[C-]#[O+])<-[O-][C-]->1(C)/C->2=C->3/c1ccccc1,C15 H19 Fe1 O6 P1,0.0,COP(OC)(OC)->[Fe]123(<-[C-]#[O+])(<-[C-]#[O+])<-O=C->1(C)C->2=C->3c1ccccc1,COP(OC)(OC)->[Fe+2]123(<-[C-]#[O+])(<-[C-]#[O+])<-[O-][C-]->1(C)C->2=C->3c1ccccc1,COP(OC)(OC)->[Fe+2]123(<-[C-]#[O+])(<-[C-]#[O+])<-[O-][C-]->1(C)C->2=C->3c1ccccc1
PATKEC,Cc1cc(C)c(-c2ccccn2->[Pd@@+2]2(<-[Cl-])<-n3ccccc3-c3c(C)cc(C)[n-]->23)[nH]1,C22 H23 Cl1 N4 Pd1,0.0,Cc1cc(C)c(-c2ccccn2->[Pd+2]2(<-[Cl-])<-n3ccccc3-c3c(C)cc(C)[n-]->23)[nH]1,CC1=CC(C)=N2->[Pd+2](<-[Cl-])(<-n3ccccc3-c3[nH]c(C)cc3C)<-[N-]3C=CC=CC3=C12,CC1=CC(C)=N2->[Pd+2](<-[Cl-])(<-n3ccccc3-c3[nH]c(C)cc3C)<-[N-]3C=CC=CC3=C12
PAWYIW,CO1CC[O-]->[V+5]<-1(<-[O-2])(<-[Cl-])(<-[Cl-])<-O1CCCC1,C7 H15 Cl2 O4 V1,0.0,CO1CC[O-]->[V+5]<-1(<-[O-2])(<-[Cl-])(<-[Cl-])<-O1CCCC1,CO1CC[O-]->[V+5]<-1(<-[O-2])(<-[Cl-])(<-[Cl-])<-O1CCCC1,C1CCOC1.COCC[O-]->[V+5](<-[O-2])(<-[Cl-])<-[Cl-]
